A_form5,B_form5,form_diff5,A_form10,B_form10,form_diff10,A_overall_wr,B_overall_wr,overall_wr_diff,A_venue_wr,B_venue_wr,A_venue_exp,B_venue_exp,venue_exp_diff,venue_wr_diff,venue_bat_first_wr,A_avg_score,B_avg_score,score_diff,A_avg_wickets,B_avg_wickets,wicket_diff,h2h_wr_A,h2h_n,toss_decision_bat,toss_correct,A_consistency,B_consistency,season_stage,toss_winner_won,match_id,season,team_A,team_B
0.2,0.8,-0.6,0.2,0.6,-0.4,0.487,0.5,-0.013,0.6667,0.5,45,0,45,0.1667,0.5,155.16,162.7,-7.54,6.01,5.87,0.14,0.5,4,0,0,0.3307,0.4841,0,1,1359488,2023,Sunrisers Hyderabad,Punjab Kings
0.6,0.6,0.0,0.6,0.5,0.1,0.6111,0.4889,0.1222,0.5,0.5135,0,74,-74,-0.0135,0.5,170.72,156.54,14.18,6.89,5.86,1.03,0.0,2,0,0,0.5,0.4841,0,1,1359489,2023,Lucknow Super Giants,Royal Challengers Bangalore
0.4,0.2,0.2,0.4,0.4,0.0,0.5622,0.4578,0.1044,0.4615,0.4429,13,70,-57,0.0186,0.5,158.76,153.98,4.78,6.08,5.92,0.16,0.5312,32,0,0,0.5,0.4841,0,1,1359490,2023,Mumbai Indians,Delhi Capitals
0.4,0.6,-0.2,0.4,0.6,-0.2,0.5829,0.5078,0.0751,0.7193,0.1429,57,7,50,0.5764,0.5,160.89,156.65,4.24,6.21,5.72,0.49,0.5769,26,0,0,0.4841,0.4841,0,0,1359491,2023,Chennai Super Kings,Rajasthan Royals
0.8,0.6,0.2,0.6,0.6,0.0,0.7368,0.4839,0.2529,0.5,1.0,0,1,-1,-0.5,0.5,169.05,162.06,6.99,6.47,5.74,0.73,0.5,2,0,0,0.433,0.4841,0,1,1359492,2023,Gujarat Titans,Punjab Kings
0.6,0.4,0.2,0.5,0.2,0.3,0.5133,0.4903,0.023,0.6133,0.25,75,8,67,0.3633,0.5,153.8,155.1,-1.3,5.73,6.03,-0.3,0.6522,23,0,0,0.4841,0.433,0,0,1359493,2023,Kolkata Knight Riders,Sunrisers Hyderabad
0.0,0.4,-0.4,0.3,0.5,-0.2,0.4558,0.4867,-0.0309,0.4444,0.5067,9,75,-66,-0.0623,0.5,154.06,156.78,-2.72,5.91,5.88,0.03,0.3704,27,0,0,0.433,0.5,0,0,1359494,2023,Delhi Capitals,Royal Challengers Bangalore
0.6,0.6,0.0,0.5,0.6,-0.1,0.4688,0.6316,-0.1628,0.5,1.0,0,2,-2,-0.5,0.5,161.78,172.95,-11.17,5.69,6.63,-0.94,0.0,1,0,0,0.5,0.5,0,1,1359495,2023,Punjab Kings,Lucknow Super Giants
0.4,0.4,0.0,0.5,0.5,0.0,0.5641,0.511,0.0531,0.6111,0.2667,72,15,57,0.3444,0.5,158.82,154.02,4.8,6.09,5.72,0.37,0.7097,31,0,0,0.5,0.5,1,1,1359496,2023,Mumbai Indians,Kolkata Knight Riders
0.6,0.8,-0.2,0.6,0.7,-0.1,0.5103,0.75,-0.2397,0.5,0.6667,2,3,-1,-0.1667,0.5,156.75,168.3,-11.55,5.72,6.55,-0.83,0.0,3,0,0,0.4841,0.433,1,1,1359497,2023,Rajasthan Royals,Gujarat Titans
0.4,0.4,0.0,0.6,0.4,0.2,0.489,0.5802,-0.0912,0.5132,0.5556,76,9,67,-0.0424,0.5,156.86,160.94,-4.08,5.89,6.22,-0.33,0.3448,29,0,0,0.5,0.4841,1,0,1359498,2023,Royal Challengers Bangalore,Chennai Super Kings
0.4,0.6,-0.2,0.3,0.6,-0.3,0.4936,0.566,-0.0724,0.6739,0.6364,46,11,35,0.0375,0.5,155.56,158.94,-3.38,6.03,6.09,-0.06,0.4737,19,0,0,0.4841,0.5,1,0,1359499,2023,Sunrisers Hyderabad,Mumbai Indians
0.8,0.6,0.2,0.7,0.5,0.2,0.5128,0.6,-0.0872,0.5,0.5,0,0,0,0.0,0.5,156.86,172.25,-15.39,5.72,6.7,-0.98,1.0,2,0,0,0.4841,0.5,1,0,1359500,2023,Rajasthan Royals,Lucknow Super Giants
0.0,0.4,-0.4,0.3,0.5,-0.2,0.4537,0.5088,-0.0551,0.4366,0.5,71,10,61,-0.0634,0.5,154.04,154.16,-0.12,5.91,5.71,0.2,0.4667,30,0,0,0.433,0.5,1,1,1359502,2023,Delhi Capitals,Kolkata Knight Riders
0.6,0.4,0.2,0.6,0.5,0.1,0.4848,0.4868,-0.002,0.5,0.5714,2,7,-5,-0.0714,0.5,161.76,157.13,4.63,5.76,5.89,-0.13,0.75,4,0,0,0.4841,0.5,1,0,1359501,2023,Punjab Kings,Royal Challengers Bangalore
0.6,0.4,0.2,0.4,0.3,0.1,0.5822,0.4904,0.0918,0.7069,0.125,58,8,50,0.5819,0.5,161.24,155.71,5.53,6.23,6.03,0.2,0.7222,18,0,0,0.4841,0.4841,1,1,1359503,2023,Chennai Super Kings,Sunrisers Hyderabad
0.6,0.6,0.0,0.7,0.5,0.2,0.7143,0.619,0.0953,0.5,0.6667,0,3,-3,-0.1667,0.5,168.71,171.38,-2.67,6.57,6.67,-0.1,1.0,2,1,1,0.4841,0.4841,1,1,1359504,2023,Gujarat Titans,Lucknow Super Giants
0.6,0.4,0.2,0.6,0.5,0.1,0.5678,0.4706,0.0972,0.6164,0.4286,73,7,66,0.1878,0.5,159.08,161.41,-2.33,6.11,5.71,0.4,0.3333,3,0,0,0.4841,0.5,1,0,1359505,2023,Mumbai Indians,Punjab Kings
0.6,0.4,0.2,0.6,0.5,0.1,0.5102,0.4891,0.0211,0.6667,0.5065,6,77,-71,0.1602,0.5,156.8,157.2,-0.4,5.73,5.91,-0.18,0.48,25,0,0,0.4841,0.5,1,0,1359506,2023,Rajasthan Royals,Royal Challengers Bangalore
0.4,0.8,-0.4,0.4,0.5,-0.1,0.5066,0.5841,-0.0775,0.6053,0.4545,76,11,65,0.1508,0.5,154.04,161.14,-7.1,5.72,6.23,-0.51,0.3462,26,0,0,0.4841,0.5,1,0,1359507,2023,Kolkata Knight Riders,Chennai Super Kings
0.2,0.4,-0.2,0.3,0.3,0.0,0.4561,0.4873,-0.0312,0.625,0.6596,8,47,-39,-0.0346,0.5,153.93,155.57,-1.64,5.93,6.01,-0.08,0.4762,21,1,1,0.433,0.4841,1,1,1359508,2023,Delhi Capitals,Sunrisers Hyderabad
0.6,0.6,0.0,0.5,0.7,-0.2,0.5654,0.7273,-0.1619,0.5,0.5,0,4,-4,0.0,0.5,159.25,167.18,-7.93,6.12,6.59,-0.47,1.0,1,0,0,0.5,0.433,1,0,1359509,2023,Mumbai Indians,Gujarat Titans
0.6,0.2,0.4,0.6,0.4,0.2,0.4913,0.5043,-0.013,0.5128,0.6154,78,13,65,-0.1026,0.5,157.34,154.18,3.16,5.91,5.71,0.2,0.4516,31,0,0,0.5,0.433,1,0,1359510,2023,Royal Challengers Bangalore,Kolkata Knight Riders
0.6,0.8,-0.2,0.5,0.5,0.0,0.5076,0.586,-0.0784,0.0,0.5,1,0,1,-0.5,0.5,156.92,161.48,-4.56,5.75,6.24,-0.49,0.4444,27,1,1,0.5,0.4841,1,1,1359511,2023,Rajasthan Royals,Chennai Super Kings
0.4,0.6,-0.2,0.6,0.5,0.1,0.4857,0.5909,-0.1052,0.3333,0.5,3,0,3,-0.1667,0.5,162.91,169.41,-6.5,5.71,6.64,-0.93,0.5,2,0,0,0.4841,0.5,1,0,1359512,2023,Punjab Kings,Lucknow Super Giants
0.6,0.2,0.4,0.7,0.4,0.3,0.7391,0.5065,0.2326,1.0,0.5974,1,77,-76,0.4026,0.5,168.91,154.38,14.53,6.7,5.72,0.98,0.5,2,0,0,0.433,0.4841,1,1,1359513,2023,Gujarat Titans,Kolkata Knight Riders
0.4,0.4,0.0,0.3,0.4,-0.1,0.4843,0.4585,0.0258,0.6,0.4444,10,72,-62,0.1556,0.5,155.45,153.89,1.56,6.03,5.93,0.1,0.5,22,1,1,0.433,0.433,1,1,1359514,2023,Sunrisers Hyderabad,Delhi Capitals
0.6,0.4,0.2,0.5,0.5,0.0,0.5833,0.4722,0.1111,0.7119,0.5,59,2,57,0.2119,0.5,161.52,163.97,-2.45,6.23,5.69,0.54,0.25,4,1,1,0.4841,0.5,1,0,1359515,2023,Chennai Super Kings,Punjab Kings
0.6,0.6,0.0,0.6,0.5,0.1,0.5101,0.563,-0.0529,0.5,0.6081,18,74,-56,-0.1081,0.5,157.15,159.22,-2.07,5.75,6.12,-0.37,0.4615,26,1,1,0.4841,0.5,1,0,1359516,2023,Rajasthan Royals,Mumbai Indians
0.6,0.6,0.0,0.5,0.6,-0.1,0.4892,0.6087,-0.1195,0.5,0.5,0,4,-4,0.0,0.5,157.43,173.22,-15.79,5.9,6.78,-0.88,0.6667,3,1,1,0.5,0.4841,1,1,1359517,2023,Royal Challengers Bangalore,Lucknow Super Giants
0.4,0.8,-0.4,0.3,0.8,-0.5,0.4565,0.75,-0.2935,0.6667,0.6,3,5,-2,0.0667,0.5,154.03,169.38,-15.35,5.93,6.71,-0.78,0.0,2,1,1,0.433,0.433,1,1,1359518,2023,Delhi Capitals,Gujarat Titans
0.6,0.6,0.0,0.5,0.6,-0.1,0.5649,0.4865,0.0784,0.5,0.25,8,4,4,0.25,0.5,159.45,164.97,-5.52,6.12,5.65,0.47,0.25,4,0,0,0.5,0.5,1,1,1359520,2023,Mumbai Indians,Punjab Kings
0.2,0.4,-0.2,0.3,0.4,-0.1,0.5043,0.4875,0.0168,0.625,0.6458,8,48,-40,-0.0208,0.5,154.48,155.71,-1.23,5.71,6.02,-0.31,0.625,24,1,1,0.4841,0.4841,1,1,1359521,2023,Kolkata Knight Riders,Sunrisers Hyderabad
0.4,0.6,-0.2,0.5,0.7,-0.2,0.5075,0.72,-0.2125,0.5,0.5,2,0,2,0.0,0.5,157.43,167.6,-10.17,5.74,6.76,-1.02,0.25,4,1,1,0.5,0.4841,2,0,1359522,2023,Rajasthan Royals,Gujarat Titans
0.6,0.6,0.0,0.5,0.6,-0.1,0.5806,0.5667,0.0139,0.7,0.5385,60,13,47,0.1615,0.5,161.7,159.69,2.01,6.23,6.11,0.12,0.4286,35,0,0,0.4841,0.4841,2,1,1359523,2023,Chennai Super Kings,Mumbai Indians
0.6,0.6,0.0,0.5,0.3,0.2,0.4914,0.4589,0.0325,0.6667,0.4384,9,73,-64,0.2283,0.5,157.3,153.93,3.37,5.92,5.93,-0.01,0.6429,28,1,1,0.5,0.4841,2,0,1359524,2023,Royal Challengers Bangalore,Delhi Capitals
0.4,0.8,-0.4,0.5,0.7,-0.2,0.5833,0.7308,-0.1475,0.5,0.5,0,6,-6,0.0,0.5,170.5,165.73,4.77,6.88,6.88,0.0,0.0,3,0,0,0.5,0.4841,2,0,1359525,2023,Lucknow Super Giants,Gujarat Titans
0.2,0.2,0.0,0.5,0.3,0.2,0.505,0.4845,0.0205,0.3333,0.5,3,0,3,-0.1667,0.5,157.23,155.78,1.45,5.72,6.04,-0.32,0.5294,17,1,1,0.5,0.4841,2,0,1359526,2023,Rajasthan Royals,Sunrisers Hyderabad
0.4,0.4,0.0,0.5,0.4,0.1,0.4737,0.5064,-0.0327,0.5,0.5897,0,78,-78,-0.0897,0.5,166.26,154.55,11.71,5.61,5.72,-0.11,0.5,4,1,1,0.4841,0.4841,2,0,1359527,2023,Punjab Kings,Kolkata Knight Riders
0.4,0.6,-0.2,0.5,0.5,0.0,0.5643,0.4893,0.075,0.6133,0.5,75,16,59,0.1133,0.5,159.6,157.4,2.2,6.1,5.91,0.19,0.5484,31,0,0,0.4841,0.5,2,1,1359528,2023,Mumbai Indians,Royal Challengers Bangalore
0.6,0.8,-0.2,0.6,0.4,0.2,0.5826,0.4612,0.1214,0.7049,0.4,61,10,51,0.3049,0.5,161.6,154.07,7.53,6.24,5.92,0.32,0.6296,27,1,1,0.4841,0.5,2,1,1359529,2023,Chennai Super Kings,Delhi Capitals
0.2,0.6,-0.4,0.4,0.5,-0.1,0.5025,0.5085,-0.006,0.2,0.5949,10,79,-69,-0.3949,0.5,157.51,154.67,2.84,5.72,5.72,0.0,0.4615,26,0,0,0.4841,0.4841,2,1,1359530,2023,Rajasthan Royals,Kolkata Knight Riders
0.8,0.6,0.2,0.7,0.6,0.1,0.7407,0.5661,0.1746,0.75,0.6184,4,76,-72,0.1316,0.5,168.0,159.77,8.23,6.89,6.1,0.79,0.5,2,0,0,0.433,0.4841,2,0,1359531,2023,Gujarat Titans,Mumbai Indians
0.4,0.4,0.0,0.4,0.5,-0.1,0.4877,0.56,-0.0723,0.6327,0.5,49,0,49,0.1327,0.5,156.15,170.52,-14.37,6.02,6.68,-0.66,0.0,2,1,1,0.5,0.5,2,0,1359532,2023,Sunrisers Hyderabad,Lucknow Super Giants
0.6,0.4,0.2,0.4,0.4,0.0,0.4592,0.4615,-0.0023,0.4459,0.5,74,0,74,-0.0541,0.5,154.01,166.59,-12.58,5.93,5.59,0.34,1.0,4,0,0,0.5,0.4841,2,0,1359533,2023,Delhi Capitals,Punjab Kings
0.4,0.4,0.0,0.4,0.5,-0.1,0.4872,0.505,-0.0178,0.5,0.25,0,4,-4,0.25,0.5,157.58,157.48,0.1,5.9,5.73,0.17,0.5385,26,1,1,0.5,0.4841,2,1,1359534,2023,Royal Challengers Bangalore,Rajasthan Royals
0.6,0.6,0.0,0.7,0.4,0.3,0.5845,0.5064,0.0781,0.7097,0.25,62,12,50,0.4597,0.5,161.62,154.65,6.97,6.25,5.7,0.55,0.6667,27,1,1,0.4841,0.4841,2,0,1359535,2023,Chennai Super Kings,Kolkata Knight Riders
0.4,0.6,-0.2,0.4,0.6,-0.2,0.4847,0.7143,-0.2296,0.5,0.5714,0,7,-7,-0.0714,0.5,156.31,168.82,-12.51,6.0,6.82,-0.82,0.5,2,0,0,0.4841,0.4841,2,0,1359536,2023,Sunrisers Hyderabad,Gujarat Titans
0.8,0.4,0.4,0.7,0.5,0.2,0.5679,0.5769,-0.009,0.5,0.4,0,5,-5,0.1,0.5,160.01,171.08,-11.07,6.11,6.65,-0.54,0.0,2,0,0,0.4841,0.5,2,0,1359537,2023,Mumbai Indians,Lucknow Super Giants
0.4,0.4,0.0,0.4,0.4,0.0,0.475,0.4573,0.0177,0.5,0.5,0,0,0,0.0,0.5,166.6,153.94,12.66,5.65,5.93,-0.28,0.2,5,0,0,0.5,0.5,2,0,1359538,2023,Punjab Kings,Delhi Capitals
0.4,0.4,0.0,0.5,0.4,0.1,0.4894,0.4817,0.0077,0.2,0.62,10,50,-40,-0.42,0.5,157.63,156.3,1.33,5.92,6.02,-0.1,0.4286,21,0,0,0.5,0.433,2,1,1359539,2023,Royal Challengers Bangalore,Sunrisers Hyderabad
0.2,0.4,-0.2,0.4,0.4,0.0,0.5025,0.4634,0.0391,0.5,0.0,0,1,-1,0.5,0.5,157.0,167.37,-10.37,5.72,5.56,0.16,0.5,4,0,0,0.433,0.4841,2,1,1359540,2023,Rajasthan Royals,Punjab Kings
0.4,0.6,-0.2,0.6,0.5,0.1,0.5818,0.4596,0.1222,0.7,0.44,10,75,-65,0.26,0.5,161.54,154.19,7.35,6.24,5.94,0.3,0.6429,28,1,1,0.4841,0.4841,2,1,1359541,2023,Chennai Super Kings,Delhi Capitals
0.6,0.6,0.0,0.4,0.6,-0.2,0.5085,0.5926,-0.0841,0.5875,0.0,80,1,79,0.5875,0.5,154.61,171.3,-16.69,5.7,6.59,-0.89,0.0,2,0,0,0.5,0.5,2,0,1359542,2023,Kolkata Knight Riders,Lucknow Super Giants
0.6,0.2,0.4,0.6,0.3,0.3,0.5656,0.4788,0.0868,0.6234,0.1818,77,11,66,0.4416,0.5,160.06,156.48,3.58,6.1,5.99,0.11,0.55,20,0,0,0.5,0.433,2,1,1359543,2023,Mumbai Indians,Sunrisers Hyderabad
0.6,0.6,0.0,0.7,0.6,0.1,0.7241,0.4915,0.2326,0.5,0.5063,0,79,-79,-0.0063,0.5,169.48,157.76,11.72,6.9,5.92,0.98,0.5,2,0,0,0.433,0.4841,2,1,1359544,2023,Gujarat Titans,Royal Challengers Bangalore
0.8,0.6,0.2,0.7,0.6,0.1,0.7333,0.5837,0.1496,0.5,0.6984,0,63,-63,-0.1984,0.5,170.43,161.82,8.61,6.83,6.25,0.58,1.0,3,0,0,0.433,0.4841,2,0,1370350,2023,Gujarat Titans,Chennai Super Kings
0.6,0.6,0.0,0.6,0.6,0.0,0.5673,0.6071,-0.0398,0.5,0.0,14,1,13,0.5,0.5,160.22,171.46,-11.24,6.09,6.61,-0.52,0.0,3,1,1,0.4841,0.4841,2,1,1370351,2023,Mumbai Indians,Lucknow Super Giants
0.8,0.6,0.2,0.6,0.7,-0.1,0.5691,0.7097,-0.1406,0.0,0.625,1,8,-7,-0.625,0.5,160.31,170.0,-9.69,6.11,6.84,-0.73,0.6667,3,0,0,0.433,0.4841,2,0,1370352,2023,Mumbai Indians,Gujarat Titans
0.8,0.6,0.2,0.7,0.7,0.0,0.5856,0.7188,-0.1332,0.0,0.6667,1,9,-8,-0.6667,0.5,161.86,171.97,-10.11,6.27,6.94,-0.67,0.25,4,0,0,0.4841,0.4841,2,1,1370353,2023,Chennai Super Kings,Gujarat Titans
0.4,0.8,-0.4,0.5,0.7,-0.2,0.4895,0.5874,-0.0979,0.4167,0.7031,12,64,-52,-0.2864,0.5,157.92,161.91,-3.99,5.91,6.26,-0.35,0.3333,30,1,1,0.5,0.4841,0,0,1422119,2024,Royal Challengers Bangalore,Chennai Super Kings
0.2,0.4,-0.2,0.4,0.5,-0.1,0.4524,0.4576,-0.0052,0.5,0.5,0,0,0,0.0,0.5,167.83,154.15,13.68,5.57,5.93,-0.36,0.1667,6,0,0,0.4841,0.5,0,1,1422120,2024,Punjab Kings,Delhi Capitals
0.2,0.6,-0.4,0.2,0.4,-0.2,0.4759,0.5063,-0.0304,0.3333,0.5802,9,81,-72,-0.2469,0.5,156.74,154.7,2.04,5.97,5.71,0.26,0.36,25,0,0,0.433,0.5,0,0,1422121,2024,Sunrisers Hyderabad,Kolkata Knight Riders
0.4,0.6,-0.2,0.4,0.5,-0.1,0.5049,0.5862,-0.0813,0.2,1.0,5,1,4,-0.8,0.5,157.15,169.03,-11.88,5.72,6.66,-0.94,0.6667,3,1,1,0.4841,0.5,0,1,1422122,2024,Rajasthan Royals,Lucknow Super Giants
0.6,0.6,0.0,0.6,0.6,0.0,0.5668,0.697,-0.1302,0.0,0.6,2,10,-8,-0.6,0.5,160.36,173.24,-12.88,6.1,6.88,-0.78,0.5,4,0,0,0.4841,0.4841,0,0,1422123,2024,Mumbai Indians,Gujarat Titans
0.4,0.4,0.0,0.5,0.4,0.1,0.4874,0.4651,0.0223,0.5,0.5,80,0,80,0.0,0.5,157.99,168.05,-10.06,5.9,5.65,0.25,0.4,5,0,0,0.4841,0.4841,0,1,1422124,2024,Royal Challengers Bangalore,Punjab Kings
0.6,0.8,-0.2,0.6,0.7,-0.1,0.7059,0.5893,0.1166,0.0,0.7077,1,65,-64,-0.7077,0.5,173.09,161.97,11.12,6.94,6.25,0.69,0.6,5,0,0,0.4841,0.433,0,0,1422125,2024,Gujarat Titans,Chennai Super Kings
0.4,0.0,0.4,0.6,0.2,0.4,0.5645,0.4731,0.0914,0.6667,0.6078,12,51,-39,0.0589,0.5,160.36,157.02,3.34,6.1,5.98,0.12,0.5714,21,0,0,0.5,0.433,0,0,1422126,2024,Mumbai Indians,Sunrisers Hyderabad
0.2,0.6,-0.4,0.5,0.4,0.1,0.4557,0.5073,-0.0516,0.5,0.3333,0,6,-6,0.1667,0.5,154.24,157.33,-3.09,5.93,5.72,0.21,0.4815,27,0,0,0.4841,0.5,0,0,1422127,2024,Delhi Capitals,Rajasthan Royals
0.6,0.6,0.0,0.5,0.5,0.0,0.5084,0.4895,0.0189,0.6429,0.5062,14,81,-67,0.1367,0.5,154.92,158.07,-3.15,5.72,5.9,-0.18,0.5625,32,0,0,0.4841,0.5,0,1,1422128,2024,Kolkata Knight Riders,Royal Challengers Bangalore
0.6,0.4,0.2,0.5,0.4,0.1,0.5667,0.4545,0.1122,0.5,1.0,6,1,5,-0.5,0.5,169.17,168.23,0.94,6.57,5.66,0.91,0.6667,3,1,1,0.5,0.4841,0,1,1422129,2024,Lucknow Super Giants,Punjab Kings
0.2,0.4,-0.2,0.3,0.6,-0.3,0.4762,0.6857,-0.2095,0.0,0.6364,1,11,-10,-0.6364,0.5,157.74,172.23,-14.49,5.97,6.91,-0.94,0.3333,3,1,1,0.433,0.5,0,0,1422130,2024,Sunrisers Hyderabad,Gujarat Titans
0.2,1.0,-0.8,0.4,0.7,-0.3,0.4538,0.5911,-0.1373,0.4,1.0,5,2,3,-0.6,0.5,154.32,162.16,-7.84,5.92,6.26,-0.34,0.3448,29,1,1,0.4841,0.3307,0,1,1422131,2024,Delhi Capitals,Chennai Super Kings
0.8,0.4,0.4,0.5,0.5,0.0,0.5097,0.5622,-0.0525,0.4737,0.6282,19,78,-59,-0.1545,0.5,157.46,160.71,-3.25,5.72,6.08,-0.36,0.4444,27,0,0,0.5,0.5,0,1,1422132,2024,Rajasthan Royals,Mumbai Indians
0.4,0.6,-0.2,0.4,0.5,-0.1,0.4875,0.5806,-0.0931,0.5,1.0,82,1,81,-0.5,0.5,158.17,170.13,-11.96,5.89,6.52,-0.63,0.75,4,0,0,0.4841,0.5,0,0,1422133,2024,Royal Challengers Bangalore,Lucknow Super Giants
0.6,0.4,0.2,0.6,0.4,0.2,0.5105,0.4561,0.0544,0.0,0.5,1,6,-5,-0.5,0.5,155.05,154.47,0.58,5.72,5.92,-0.2,0.5161,31,1,1,0.4841,0.4841,0,1,1422134,2024,Kolkata Knight Riders,Delhi Capitals
0.2,0.6,-0.4,0.3,0.6,-0.3,0.4444,0.6944,-0.25,0.3333,0.6667,3,12,-9,-0.3334,0.5,168.44,172.11,-3.67,5.71,6.94,-1.23,0.3333,3,0,0,0.433,0.4841,0,1,1422135,2024,Punjab Kings,Gujarat Titans
0.2,0.8,-0.6,0.3,0.7,-0.4,0.4734,0.5885,-0.1151,0.6154,0.5,52,6,46,0.1154,0.5,157.76,162.2,-4.44,5.95,6.26,-0.31,0.2632,19,0,0,0.433,0.433,0,1,1422136,2024,Sunrisers Hyderabad,Chennai Super Kings
0.8,0.2,0.6,0.6,0.4,0.2,0.5121,0.4855,0.0266,0.4286,1.0,7,1,6,-0.5714,0.5,157.31,158.15,-0.84,5.73,5.88,-0.15,0.4444,27,0,0,0.4841,0.4841,0,1,1422137,2024,Rajasthan Royals,Royal Challengers Bangalore
0.2,0.2,0.0,0.4,0.4,0.0,0.4542,0.56,-0.1058,0.3529,0.6203,17,79,-62,-0.2674,0.5,154.52,160.56,-6.04,5.93,6.08,-0.15,0.4545,33,0,0,0.433,0.4841,0,0,1422138,2024,Delhi Capitals,Mumbai Indians
0.6,0.4,0.2,0.6,0.5,0.1,0.5938,0.6757,-0.0819,0.5714,1.0,7,1,6,-0.4286,0.5,170.47,172.84,-2.37,6.62,6.95,-0.33,0.0,4,1,1,0.4841,0.5,0,1,1422139,2024,Lucknow Super Giants,Gujarat Titans
0.6,0.8,-0.2,0.7,0.7,0.0,0.5859,0.5125,0.0734,0.7121,0.3077,66,13,53,0.4044,0.5,162.22,155.54,6.68,6.25,5.74,0.51,0.6429,28,0,0,0.4841,0.433,1,1,1426260,2024,Chennai Super Kings,Kolkata Knight Riders
0.4,0.4,0.0,0.4,0.3,0.1,0.4565,0.4765,-0.02,1.0,0.5,1,0,1,0.5,0.5,169.13,157.81,11.32,5.67,5.95,-0.28,0.4,5,0,0,0.4841,0.433,1,0,1426261,2024,Punjab Kings,Sunrisers Hyderabad
0.4,1.0,-0.6,0.5,0.6,-0.1,0.6579,0.5144,0.1435,1.0,0.5,1,8,-7,0.5,0.5,171.71,157.47,14.24,6.89,5.72,1.17,0.8,5,0,0,0.4841,0.433,1,1,1426262,2024,Gujarat Titans,Rajasthan Royals
0.2,0.2,0.0,0.5,0.3,0.2,0.5618,0.4835,0.0783,0.625,0.4706,80,17,63,0.1544,0.5,160.86,158.25,2.61,6.08,5.88,0.2,0.5625,32,0,0,0.4841,0.4841,1,1,1426263,2024,Mumbai Indians,Royal Challengers Bangalore
0.6,0.2,0.4,0.6,0.3,0.3,0.6061,0.4523,0.1538,0.625,0.0,8,1,7,0.625,0.5,170.24,154.73,15.51,6.73,5.93,0.8,1.0,3,1,1,0.433,0.433,1,0,1426264,2024,Lucknow Super Giants,Delhi Capitals
0.8,0.4,0.4,0.6,0.3,0.3,0.512,0.4468,0.0652,0.5,0.5,0,2,-2,0.0,0.5,157.65,169.36,-11.71,5.73,5.74,-0.01,0.6,5,0,0,0.433,0.4841,1,1,1426265,2024,Rajasthan Royals,Punjab Kings
0.4,0.6,-0.2,0.5,0.7,-0.2,0.5635,0.5877,-0.0242,0.6296,0.5,81,24,57,0.1296,0.5,161.01,162.12,-1.11,6.09,6.26,-0.17,0.5556,36,0,0,0.5,0.433,1,0,1426267,2024,Mumbai Indians,Chennai Super Kings
0.6,0.6,0.0,0.6,0.6,0.0,0.5104,0.5882,-0.0778,0.5854,0.5,82,2,80,0.0854,0.5,155.46,170.15,-14.69,5.73,6.65,-0.92,0.0,3,0,0,0.4841,0.4841,1,1,1426266,2024,Kolkata Knight Riders,Lucknow Super Giants
0.2,0.6,-0.4,0.3,0.4,-0.1,0.4815,0.4795,0.002,0.494,0.25,83,8,75,0.244,0.5,158.41,157.95,0.46,5.86,5.95,-0.09,0.4545,22,0,0,0.433,0.4841,1,0,1426268,2024,Royal Challengers Bangalore,Sunrisers Hyderabad
0.8,0.8,0.0,0.7,0.7,0.0,0.5143,0.5124,0.0019,0.2727,0.5904,11,83,-72,-0.3177,0.5,157.62,155.49,2.13,5.74,5.73,0.01,0.4815,27,0,0,0.433,0.4841,1,1,1426269,2024,Rajasthan Royals,Kolkata Knight Riders
0.4,0.4,0.0,0.3,0.5,-0.2,0.4545,0.6667,-0.2122,0.75,0.6154,4,13,-9,0.1346,0.5,154.79,172.41,-17.62,5.93,6.79,-0.86,0.3333,3,0,0,0.4841,0.5,1,1,1426270,2024,Delhi Capitals,Gujarat Titans
0.2,0.4,-0.2,0.3,0.4,-0.1,0.4375,0.5613,-0.1238,0.3333,0.5,3,0,3,-0.1667,0.5,168.9,161.11,7.79,5.77,6.08,-0.31,0.6,5,0,0,0.433,0.4841,1,0,1426271,2024,Punjab Kings,Mumbai Indians
0.6,0.6,0.0,0.6,0.7,-0.1,0.5714,0.5895,-0.0181,0.5556,0.5,9,0,9,0.0556,0.5,169.89,162.31,7.58,6.51,6.26,0.25,0.5,2,0,0,0.5,0.433,1,1,1426272,2024,Lucknow Super Giants,Chennai Super Kings
0.6,0.8,-0.2,0.4,0.4,0.0,0.4568,0.4826,-0.0258,0.4342,0.6364,76,11,65,-0.2022,0.5,154.53,158.7,-4.17,5.95,5.95,0.0,0.4783,23,0,0,0.4841,0.5,1,0,1426273,2024,Delhi Capitals,Sunrisers Hyderabad
0.0,0.6,-0.6,0.3,0.6,-0.3,0.4795,0.5103,-0.0308,0.4167,0.5833,12,84,-72,-0.1666,0.5,158.83,155.77,3.06,5.85,5.74,0.11,0.4242,33,0,0,0.3307,0.4841,1,0,1426274,2024,Royal Challengers Bangalore,Kolkata Knight Riders
0.2,0.4,-0.2,0.3,0.4,-0.1,0.4286,0.65,-0.2214,0.25,0.5,4,0,4,-0.25,0.5,169.18,170.32,-1.14,5.8,6.72,-0.92,0.5,4,1,1,0.433,0.4841,1,0,1426275,2024,Punjab Kings,Gujarat Titans
