A_form5,B_form5,form_diff5,A_form10,B_form10,form_diff10,A_overall_wr,B_overall_wr,overall_wr_diff,A_venue_wr,B_venue_wr,A_venue_exp,B_venue_exp,venue_exp_diff,venue_wr_diff,venue_bat_first_wr,A_avg_score,B_avg_score,score_diff,A_avg_wickets,B_avg_wickets,wicket_diff,h2h_wr_A,h2h_n,toss_decision_bat,toss_correct,A_consistency,B_consistency,season_stage,toss_winner_won,match_id,season,team_A,team_B
0.6,0.6,0.0,0.5,0.4,0.1,0.473,0.4276,0.0454,0.4783,0.2,46,5,41,0.2783,0.5,155.86,149.72,6.14,5.64,5.74,-0.1,0.55,20,0,0,0.4841,0.5,0,1,1136562,2018,Kings XI Punjab,Delhi Capitals
0.4,0.4,0.0,0.6,0.4,0.2,0.5526,0.5385,0.0141,0.6667,0.5,30,4,26,0.1667,0.5,153.32,151.31,2.01,6.05,5.96,0.09,0.4286,7,0,0,0.5,0.433,0,1,1136564,2018,Sunrisers Hyderabad,Rajasthan Royals
0.6,0.4,0.2,0.5,0.5,0.0,0.6061,0.5235,0.0826,0.7021,0.2857,47,7,40,0.4164,0.5,159.61,148.6,11.01,6.24,5.81,0.43,0.625,16,0,0,0.5,0.4841,0,1,1136565,2018,Chennai Super Kings,Kolkata Knight Riders
0.4,0.2,0.2,0.4,0.3,0.1,0.4247,0.5339,-0.1092,0.25,0.7273,4,33,-29,-0.4773,0.5,149.84,151.08,-1.24,5.73,5.92,-0.19,0.375,16,0,0,0.5,0.433,0,0,1136566,2018,Delhi Capitals,Rajasthan Royals
0.6,0.6,0.0,0.6,0.6,0.0,0.5584,0.5823,-0.0239,0.6774,0.625,31,8,23,0.0524,0.5,152.97,156.24,-3.27,6.09,6.06,0.03,0.5,10,0,0,0.4841,0.5,0,1,1136567,2018,Sunrisers Hyderabad,Mumbai Indians
0.2,0.6,-0.4,0.2,0.6,-0.4,0.4834,0.4765,0.0069,0.5,0.5,60,10,50,0.0,0.5,155.03,155.94,-0.91,5.85,5.64,0.21,0.4,20,0,0,0.3307,0.4841,0,1,1136568,2018,Royal Challengers Bangalore,Kings XI Punjab
0.4,0.4,0.0,0.4,0.5,-0.1,0.4218,0.5786,-0.1568,0.1429,0.6296,7,54,-47,-0.4867,0.5,149.22,156.18,-6.96,5.72,6.08,-0.36,0.45,20,0,0,0.5,0.4841,0,1,1136569,2018,Delhi Capitals,Mumbai Indians
0.8,0.4,0.4,0.6,0.4,0.2,0.5641,0.52,0.0441,0.0,0.6441,5,59,-54,-0.6441,0.5,152.95,148.96,3.99,6.12,5.8,0.32,0.3333,12,0,0,0.4841,0.4841,0,1,1136570,2018,Sunrisers Hyderabad,Kolkata Knight Riders
0.4,0.4,0.0,0.3,0.3,0.0,0.4868,0.5378,-0.051,0.5082,0.6,61,5,56,-0.0918,0.5,155.06,151.1,3.96,5.88,5.9,-0.02,0.5333,15,0,0,0.433,0.4841,0,0,1136571,2018,Royal Challengers Bangalore,Rajasthan Royals
0.6,0.6,0.0,0.6,0.6,0.0,0.609,0.4733,0.1357,0.75,0.4894,4,47,-43,0.2606,0.5,159.95,155.93,4.02,6.24,5.65,0.59,0.5882,17,0,0,0.4841,0.4841,0,0,1136572,2018,Chennai Super Kings,Kings XI Punjab
0.4,0.4,0.0,0.5,0.3,0.2,0.4257,0.5166,-0.0909,0.1429,0.6333,7,60,-53,-0.4904,0.5,149.53,148.89,0.64,5.73,5.79,-0.06,0.3684,19,0,0,0.5,0.4841,0,0,1136573,2018,Delhi Capitals,Kolkata Knight Riders
0.4,0.4,0.0,0.2,0.4,-0.2,0.4837,0.575,-0.0913,0.375,0.6182,8,55,-47,-0.2432,0.5,155.34,156.42,-1.08,5.87,6.06,-0.19,0.381,21,0,0,0.433,0.4841,0,0,1136574,2018,Royal Challengers Bangalore,Mumbai Indians
0.4,0.6,-0.2,0.4,0.4,0.0,0.5197,0.5417,-0.022,0.25,0.7353,4,34,-30,-0.4853,0.5,149.22,151.65,-2.43,5.82,5.9,-0.08,0.4,15,0,0,0.4841,0.5,0,1,1136575,2018,Kolkata Knight Riders,Rajasthan Royals
0.6,0.8,-0.2,0.6,0.7,-0.1,0.4768,0.5696,-0.0928,0.5,1.0,48,4,44,-0.5,0.5,156.21,152.77,3.44,5.64,6.14,-0.5,0.2,10,1,1,0.4841,0.4841,0,1,1136576,2018,Kings XI Punjab,Sunrisers Hyderabad
0.4,0.6,-0.2,0.4,0.5,-0.1,0.5372,0.6045,-0.0673,0.5,0.5,2,0,2,0.0,0.5,151.72,160.19,-8.47,5.88,6.25,-0.37,0.3529,17,0,0,0.4841,0.5,0,0,1136577,2018,Rajasthan Royals,Chennai Super Kings
0.6,0.6,0.0,0.7,0.5,0.2,0.4803,0.5229,-0.0426,0.2222,0.6393,9,61,-52,-0.4171,0.5,156.45,149.31,7.14,5.64,5.84,-0.2,0.3333,21,0,0,0.4841,0.5,0,1,1136578,2018,Kings XI Punjab,Kolkata Knight Riders
0.4,0.2,0.2,0.2,0.5,-0.3,0.4805,0.4228,0.0577,0.5,0.4286,62,7,55,0.0714,0.5,155.42,149.4,6.02,5.87,5.75,0.12,0.6667,18,0,0,0.433,0.4841,0,1,1136579,2018,Royal Challengers Bangalore,Delhi Capitals
0.4,0.4,0.0,0.4,0.4,0.0,0.5776,0.5328,0.0448,0.4,0.7143,5,35,-30,-0.3143,0.5,156.77,151.62,5.15,6.07,5.87,0.2,0.625,16,1,1,0.5,0.4841,0,0,1136581,2018,Mumbai Indians,Rajasthan Royals
0.6,0.6,0.0,0.6,0.6,0.0,0.5625,0.6074,-0.0449,0.6875,0.6667,32,3,29,0.0208,0.5,153.09,160.52,-7.43,6.1,6.27,-0.17,0.3333,6,0,0,0.4841,0.4841,0,0,1136580,2018,Sunrisers Hyderabad,Chennai Super Kings
0.2,0.8,-0.6,0.4,0.7,-0.3,0.42,0.4837,-0.0637,0.4182,0.4444,55,9,46,-0.0262,0.5,149.56,156.25,-6.69,5.74,5.65,0.09,0.4286,21,0,0,0.4841,0.433,1,0,1136582,2018,Delhi Capitals,Kings XI Punjab
0.2,0.6,-0.4,0.4,0.5,-0.1,0.5741,0.5556,0.0185,0.625,0.0,56,3,53,0.625,0.5,156.83,153.4,3.43,6.08,6.06,0.02,0.4545,11,0,0,0.4841,0.4841,1,0,1136583,2018,Mumbai Indians,Sunrisers Hyderabad
0.8,0.4,0.4,0.6,0.3,0.3,0.6103,0.4839,0.1264,0.5714,0.5079,7,63,-56,0.0635,0.5,160.68,155.55,5.13,6.27,5.86,0.41,0.6316,19,0,0,0.4841,0.4841,1,1,1136584,2018,Chennai Super Kings,Royal Challengers Bangalore
0.8,0.6,0.2,0.7,0.6,0.1,0.487,0.561,-0.074,0.5,0.6667,8,33,-25,-0.1667,0.5,156.16,152.96,3.2,5.66,6.11,-0.45,0.2727,11,0,0,0.433,0.4841,1,0,1136585,2018,Kings XI Punjab,Sunrisers Hyderabad
0.4,0.2,0.2,0.4,0.3,0.1,0.5195,0.4172,0.1023,0.625,0.4107,8,56,-48,0.2143,0.5,149.58,149.49,0.09,5.81,5.75,0.06,0.65,20,0,0,0.5,0.433,1,0,1136586,2018,Kolkata Knight Riders,Delhi Capitals
0.2,0.8,-0.6,0.4,0.7,-0.3,0.5706,0.6131,-0.0425,0.5,1.0,2,1,1,-0.5,0.5,156.4,161.01,-4.61,6.1,6.28,-0.18,0.5217,23,0,0,0.4841,0.433,1,1,1136587,2018,Mumbai Indians,Chennai Super Kings
0.4,0.4,0.0,0.4,0.3,0.1,0.5161,0.4808,0.0353,0.5455,0.5,11,64,-53,0.0455,0.5,149.68,155.87,-6.19,5.79,5.86,-0.07,0.5714,21,0,0,0.4841,0.4841,1,1,1136589,2018,Kolkata Knight Riders,Royal Challengers Bangalore
0.6,0.6,0.0,0.7,0.4,0.3,0.5663,0.5366,0.0297,0.0,0.7222,1,36,-35,-0.7222,0.5,152.71,151.76,0.95,6.16,5.88,0.28,0.5,8,1,1,0.4841,0.5,1,1,1136588,2018,Sunrisers Hyderabad,Rajasthan Royals
0.4,0.6,-0.2,0.4,0.6,-0.2,0.4211,0.6087,-0.1876,1.0,0.5,2,2,0,0.5,0.5,149.95,161.07,-11.12,5.78,6.25,-0.47,0.3125,16,0,0,0.433,0.4841,1,0,1136590,2018,Delhi Capitals,Chennai Super Kings
0.4,0.2,0.2,0.4,0.3,0.1,0.5732,0.4777,0.0955,0.8,0.4923,10,65,-55,0.3077,0.5,156.49,155.99,0.5,6.1,5.85,0.25,0.6364,22,0,0,0.4841,0.4841,1,0,1136591,2018,Mumbai Indians,Royal Challengers Bangalore
0.4,0.2,0.2,0.4,0.3,0.1,0.5323,0.4183,0.114,0.5714,0.4211,7,57,-50,0.1503,0.5,151.66,150.26,1.4,5.89,5.76,0.13,0.6471,17,0,0,0.4841,0.433,1,0,1136592,2018,Rajasthan Royals,Delhi Capitals
0.6,0.8,-0.2,0.5,0.7,-0.2,0.5192,0.6115,-0.0923,0.629,0.4444,62,9,53,0.1846,0.5,149.85,161.43,-11.58,5.78,6.24,-0.46,0.3529,17,0,0,0.5,0.433,1,1,1136593,2018,Kolkata Knight Riders,Chennai Super Kings
0.4,0.8,-0.4,0.4,0.7,-0.3,0.5697,0.4839,0.0858,1.0,0.75,1,4,-3,0.25,0.5,156.47,155.92,0.55,6.1,5.66,0.44,0.5,20,0,0,0.433,0.4841,1,1,1136594,2018,Mumbai Indians,Kings XI Punjab
0.6,0.4,0.2,0.6,0.4,0.2,0.6071,0.481,0.1261,0.6667,0.6667,3,3,0,0.0,0.5,161.54,156.06,5.48,6.23,5.86,0.37,0.65,20,0,0,0.4841,0.4841,1,1,1136595,2018,Chennai Super Kings,Royal Challengers Bangalore
0.4,0.6,-0.2,0.3,0.7,-0.4,0.4221,0.5714,-0.1493,0.6667,0.6765,6,34,-28,-0.0098,0.5,150.56,152.69,-2.13,5.76,6.15,-0.39,0.4,10,1,1,0.4841,0.433,1,0,1136596,2018,Delhi Capitals,Sunrisers Hyderabad
0.6,0.4,0.2,0.5,0.4,0.1,0.5223,0.5723,-0.05,0.1429,0.614,7,57,-50,-0.4711,0.5,150.04,156.58,-6.54,5.78,6.1,-0.32,0.2381,21,0,0,0.5,0.4841,1,0,1136597,2018,Kolkata Knight Riders,Mumbai Indians
0.6,0.2,0.4,0.6,0.4,0.2,0.4808,0.528,-0.0472,0.6,0.0,5,1,4,0.6,0.5,156.04,151.62,4.42,5.65,5.89,-0.24,0.4,15,0,0,0.4841,0.4841,1,1,1136598,2018,Kings XI Punjab,Rajasthan Royals
0.4,0.8,-0.4,0.4,0.7,-0.3,0.478,0.5765,-0.0985,0.25,0.6857,8,35,-27,-0.4357,0.5,155.87,152.82,3.05,5.85,6.14,-0.29,0.4,10,0,0,0.4841,0.433,1,0,1136599,2018,Royal Challengers Bangalore,Sunrisers Hyderabad
0.2,0.6,-0.4,0.3,0.6,-0.3,0.5238,0.4841,0.0397,0.7027,0.0,37,4,33,0.7027,0.5,151.62,156.03,-4.41,5.87,5.68,0.19,0.5625,16,1,1,0.4841,0.4841,1,1,1136600,2018,Rajasthan Royals,Kings XI Punjab
0.4,0.6,-0.2,0.5,0.4,0.1,0.519,0.5749,-0.0559,0.6349,0.8182,63,11,52,-0.1833,0.5,150.15,156.73,-6.58,5.77,6.1,-0.33,0.2273,22,0,0,0.5,0.5,1,0,1136601,2018,Kolkata Knight Riders,Mumbai Indians
0.4,1.0,-0.6,0.3,0.8,-0.5,0.4194,0.5814,-0.162,0.431,0.6667,58,6,52,-0.2357,0.5,150.64,152.74,-2.1,5.74,6.14,-0.4,0.3636,11,1,1,0.4841,0.433,1,0,1136602,2018,Delhi Capitals,Sunrisers Hyderabad
0.6,0.4,0.2,0.7,0.4,0.3,0.6099,0.5276,0.0823,0.5,0.7105,4,38,-34,-0.2105,0.5,161.3,151.67,9.63,6.25,5.88,0.37,0.6667,18,1,1,0.4841,0.4841,1,0,1136603,2018,Chennai Super Kings,Rajasthan Royals
0.4,0.4,0.0,0.6,0.4,0.2,0.481,0.5157,-0.0347,0.6667,0.5,6,0,6,0.1667,0.5,155.95,149.89,6.06,5.69,5.77,-0.08,0.3636,22,0,0,0.4841,0.5,1,0,1136604,2018,Kings XI Punjab,Kolkata Knight Riders
0.2,0.4,-0.2,0.3,0.3,0.0,0.475,0.4167,0.0583,0.7143,0.4237,7,59,-52,0.2906,0.5,155.78,150.87,4.91,5.88,5.71,0.17,0.6842,19,0,0,0.433,0.433,1,1,1136605,2018,Royal Challengers Bangalore,Delhi Capitals
0.4,1.0,-0.6,0.6,0.8,-0.2,0.6056,0.5862,0.0194,0.75,0.5,4,2,2,0.25,0.5,161.41,153.18,8.23,6.25,6.13,0.12,0.7143,7,0,0,0.4841,0.433,1,1,1136606,2018,Chennai Super Kings,Sunrisers Hyderabad
0.4,0.8,-0.4,0.5,0.5,0.0,0.5312,0.5774,-0.0462,0.3333,0.6207,6,58,-52,-0.2874,0.5,151.87,157.05,-5.18,5.87,6.12,-0.25,0.4118,17,0,0,0.4841,0.4841,1,1,1136607,2018,Rajasthan Royals,Mumbai Indians
0.4,0.2,0.2,0.4,0.5,-0.1,0.4783,0.478,0.0003,0.0,0.5714,1,7,-6,-0.5714,0.5,155.98,156.31,-0.33,5.86,5.69,0.17,0.4286,21,0,0,0.4841,0.5,2,1,1136608,2018,Royal Challengers Bangalore,Kings XI Punjab
0.6,0.6,0.0,0.5,0.5,0.0,0.5188,0.5349,-0.0161,0.625,0.1667,64,6,58,0.4583,0.5,150.48,152.02,-1.54,5.78,5.87,-0.09,0.4375,16,0,0,0.5,0.5,2,1,1136609,2018,Kolkata Knight Riders,Rajasthan Royals
0.2,0.6,-0.4,0.5,0.5,0.0,0.475,0.574,-0.099,0.5556,0.6102,9,59,-50,-0.0546,0.5,155.89,157.11,-1.22,5.66,6.11,-0.45,0.4762,21,0,0,0.4841,0.5,2,0,1136610,2018,Kings XI Punjab,Mumbai Indians
0.8,0.6,0.2,0.7,0.4,0.3,0.5795,0.4815,0.098,0.3333,0.5,6,66,-60,-0.1667,0.5,153.48,155.58,-2.1,6.08,5.89,0.19,0.6364,11,0,0,0.433,0.5,2,0,1136611,2018,Sunrisers Hyderabad,Royal Challengers Bangalore
0.6,0.2,0.4,0.6,0.3,0.3,0.6084,0.414,0.1944,0.8333,0.4167,6,60,-54,0.4166,0.5,161.54,151.06,10.48,6.23,5.71,0.52,0.7059,17,0,0,0.4841,0.433,2,0,1136612,2018,Chennai Super Kings,Delhi Capitals
0.6,0.6,0.0,0.4,0.5,-0.1,0.5308,0.4847,0.0461,0.7179,0.6,39,5,34,0.1179,0.5,151.94,155.96,-4.02,5.85,5.87,-0.02,0.5,16,1,1,0.5,0.5,2,1,1136613,2018,Rajasthan Royals,Royal Challengers Bangalore
0.6,0.6,0.0,0.6,0.6,0.0,0.573,0.5217,0.0513,0.6944,0.6667,36,6,30,0.0277,0.5,154.04,150.45,3.59,6.08,5.81,0.27,0.3846,13,1,1,0.433,0.5,2,0,1136614,2018,Sunrisers Hyderabad,Kolkata Knight Riders
0.4,0.8,-0.4,0.3,0.6,-0.3,0.4177,0.5765,-0.1588,0.4262,0.3333,61,9,52,0.0929,0.5,151.13,157.28,-6.15,5.71,6.1,-0.39,0.4762,21,1,1,0.4841,0.4841,2,1,1136615,2018,Delhi Capitals,Mumbai Indians
0.4,0.2,0.2,0.6,0.4,0.2,0.6042,0.472,0.1322,0.8,0.0,5,4,1,0.8,0.5,161.31,156.06,5.25,6.22,5.67,0.55,0.5556,18,0,0,0.5,0.433,2,1,1136616,2018,Chennai Super Kings,Kings XI Punjab
0.6,0.4,0.2,0.6,0.6,0.0,0.6069,0.5667,0.0402,0.4545,0.25,11,4,7,0.2045,0.5,161.29,154.24,7.05,6.25,6.07,0.18,0.75,8,0,0,0.5,0.4841,2,1,1136617,2018,Chennai Super Kings,Sunrisers Hyderabad
0.8,0.6,0.2,0.5,0.6,-0.1,0.5344,0.5247,0.0097,0.1429,0.6308,7,65,-58,-0.4879,0.5,152.03,150.59,1.44,5.89,5.83,0.06,0.5294,17,0,0,0.5,0.4841,2,0,1136618,2018,Rajasthan Royals,Kolkata Knight Riders
0.8,0.2,0.6,0.6,0.6,0.0,0.5276,0.5604,-0.0328,0.6364,0.1667,66,6,60,0.4697,0.5,150.7,154.08,-3.38,5.82,6.09,-0.27,0.6429,14,0,0,0.433,0.5,2,0,1136619,2018,Kolkata Knight Riders,Sunrisers Hyderabad
0.6,0.2,0.4,0.6,0.6,0.0,0.6096,0.5652,0.0444,0.5,0.2,12,5,7,0.3,0.5,161.14,154.29,6.85,6.25,6.12,0.13,0.7778,9,0,0,0.4841,0.5,2,1,1136620,2018,Chennai Super Kings,Sunrisers Hyderabad
0.8,0.6,0.2,0.6,0.5,0.1,0.6122,0.4817,0.1305,0.7083,0.25,48,8,40,0.4583,0.5,161.28,155.83,5.45,6.25,5.87,0.38,0.6667,21,0,0,0.4841,0.5,0,1,1175356,2019,Chennai Super Kings,Royal Challengers Bangalore
0.8,0.2,0.6,0.6,0.5,0.1,0.5244,0.5591,-0.0347,0.6269,0.2857,67,7,60,0.3412,0.5,150.76,154.55,-3.79,5.82,6.08,-0.26,0.6,15,0,0,0.4841,0.4841,0,1,1175357,2019,Kolkata Knight Riders,Sunrisers Hyderabad
0.6,0.4,0.2,0.5,0.4,0.1,0.5731,0.4214,0.1517,0.6167,0.25,60,8,52,0.3667,0.5,157.32,151.28,6.04,6.09,5.74,0.35,0.5,22,0,0,0.4841,0.5,0,0,1175358,2019,Mumbai Indians,Delhi Capitals
0.6,0.0,0.6,0.5,0.3,0.2,0.5303,0.4691,0.0612,0.725,0.0,40,5,35,0.725,0.5,151.97,156.04,-4.07,5.89,5.67,0.22,0.5882,17,0,0,0.5,0.3307,0,0,1175359,2019,Rajasthan Royals,Kings XI Punjab
0.6,0.8,-0.2,0.5,0.7,-0.2,0.425,0.6149,-0.1899,0.4355,0.7143,62,7,55,-0.2788,0.5,151.66,160.67,-9.01,5.76,6.28,-0.52,0.3333,18,1,1,0.5,0.433,0,0,1175360,2019,Delhi Capitals,Chennai Super Kings
0.2,0.8,-0.6,0.3,0.7,-0.4,0.4724,0.5273,-0.0549,0.3,0.6324,10,68,-58,-0.3324,0.5,156.21,150.95,5.26,5.69,5.81,-0.12,0.3478,23,0,0,0.433,0.4841,0,0,1175361,2019,Kings XI Punjab,Kolkata Knight Riders
0.6,0.4,0.2,0.4,0.5,-0.1,0.4788,0.5698,-0.091,0.5075,0.7273,67,11,56,-0.2198,0.5,155.31,157.42,-2.11,5.85,6.09,-0.24,0.3913,23,0,0,0.5,0.5,0,0,1175362,2019,Royal Challengers Bangalore,Mumbai Indians
0.4,0.2,0.2,0.4,0.4,0.0,0.5263,0.5532,-0.0269,0.4,0.6757,5,37,-32,-0.2757,0.5,152.11,154.83,-2.72,5.88,6.05,-0.17,0.4444,9,1,1,0.5,0.433,0,0,1175363,2019,Rajasthan Royals,Sunrisers Hyderabad
0.2,0.4,-0.2,0.2,0.6,-0.4,0.4695,0.5723,-0.1028,0.5102,0.5714,49,7,42,-0.0612,0.5,156.41,157.6,-1.19,5.68,6.08,-0.4,0.4545,22,0,0,0.433,0.4841,0,1,1175364,2019,Kings XI Punjab,Mumbai Indians
0.6,0.8,-0.2,0.5,0.7,-0.2,0.4224,0.5301,-0.1077,0.4286,0.5556,63,9,54,-0.127,0.5,151.63,151.36,0.27,5.75,5.8,-0.05,0.381,21,0,0,0.5,0.433,0,1,1175365,2019,Delhi Capitals,Kolkata Knight Riders
0.4,0.4,0.0,0.4,0.4,0.0,0.4759,0.5579,-0.082,0.2222,0.6842,9,38,-29,-0.462,0.5,155.46,155.32,0.14,5.86,6.01,-0.15,0.4167,12,0,0,0.4841,0.433,0,0,1175366,2019,Royal Challengers Bangalore,Sunrisers Hyderabad
0.2,1.0,-0.8,0.4,0.7,-0.3,0.5224,0.6174,-0.095,0.1667,0.7143,6,49,-43,-0.5476,0.5,152.45,160.6,-8.15,5.87,6.28,-0.41,0.3684,19,0,0,0.5,0.433,0,0,1175367,2019,Rajasthan Royals,Chennai Super Kings
0.8,0.4,0.4,0.5,0.3,0.2,0.4259,0.4727,-0.0468,0.1667,0.52,6,50,-44,-0.3533,0.5,151.9,156.54,-4.64,5.77,5.68,0.09,0.4091,22,0,0,0.5,0.433,0,0,1175368,2019,Delhi Capitals,Kings XI Punjab
0.2,0.2,0.0,0.4,0.4,0.0,0.5185,0.4731,0.0454,0.7073,0.5,41,6,35,0.2073,0.5,152.56,155.21,-2.65,5.87,5.84,0.03,0.5294,17,0,0,0.4841,0.4841,0,1,1175369,2019,Rajasthan Royals,Royal Challengers Bangalore
1.0,0.4,0.6,0.8,0.5,0.3,0.62,0.569,0.051,0.5385,0.6066,13,61,-48,-0.0681,0.5,160.69,157.7,2.99,6.29,6.06,0.23,0.4583,24,0,0,0.3307,0.5,0,0,1175370,2019,Chennai Super Kings,Mumbai Indians
0.6,0.6,0.0,0.4,0.5,-0.1,0.5625,0.4233,0.1392,0.7143,0.4375,7,64,-57,0.2768,0.5,156.1,151.9,4.2,6.05,5.79,0.26,0.6667,12,0,0,0.4841,0.5,0,1,1175371,2019,Sunrisers Hyderabad,Delhi Capitals
0.6,0.0,0.6,0.6,0.3,0.3,0.5269,0.4702,0.0567,0.5833,0.5,12,68,-56,0.0833,0.5,151.6,155.23,-3.63,5.8,5.82,-0.02,0.5909,22,0,0,0.433,0.4841,0,1,1175372,2019,Kolkata Knight Riders,Royal Challengers Bangalore
0.8,0.6,0.2,0.7,0.4,0.3,0.6159,0.4759,0.14,0.72,0.4,50,5,45,0.32,0.5,160.51,156.6,3.91,6.28,5.71,0.57,0.5789,19,1,1,0.433,0.4841,0,1,1178393,2019,Chennai Super Kings,Kings XI Punjab
0.6,0.4,0.2,0.4,0.6,-0.2,0.567,0.5714,-0.0044,0.6923,0.5556,39,9,30,0.1367,0.5,155.85,157.77,-1.92,6.07,6.07,0.0,0.5833,12,0,0,0.5,0.5,0,0,1178394,2019,Sunrisers Hyderabad,Mumbai Indians
0.4,0.0,0.4,0.4,0.3,0.1,0.4207,0.4675,-0.0468,0.375,0.4928,8,69,-61,-0.1178,0.5,151.76,155.52,-3.76,5.78,5.82,-0.04,0.3,20,0,0,0.5,0.433,0,1,1178395,2019,Delhi Capitals,Royal Challengers Bangalore
0.6,0.2,0.4,0.7,0.5,0.2,0.5298,0.5221,0.0077,0.4,0.7143,5,42,-37,-0.3143,0.5,151.92,152.64,-0.72,5.79,5.85,-0.06,0.5,18,0,0,0.433,0.4841,0,1,1178396,2019,Kolkata Knight Riders,Rajasthan Royals
0.6,0.6,0.0,0.3,0.4,-0.1,0.4731,0.5612,-0.0881,0.5294,0.8,51,5,46,-0.2706,0.5,156.49,155.23,1.26,5.69,6.08,-0.39,0.25,12,0,0,0.4841,0.5,1,1,1178397,2019,Kings XI Punjab,Sunrisers Hyderabad
0.8,0.8,0.0,0.8,0.8,0.0,0.6184,0.5325,0.0859,0.7255,0.25,51,8,43,0.4755,0.5,160.51,151.85,8.66,6.27,5.77,0.5,0.6111,18,0,0,0.3307,0.433,1,1,1178398,2019,Chennai Super Kings,Kolkata Knight Riders
0.6,0.6,0.0,0.6,0.4,0.2,0.5739,0.4762,0.0977,0.6129,0.5,62,10,52,0.1129,0.5,157.65,156.45,1.2,6.09,5.68,0.41,0.5217,23,0,0,0.5,0.5,1,1,1178399,2019,Mumbai Indians,Kings XI Punjab
0.8,0.2,0.6,0.8,0.4,0.4,0.6209,0.5182,0.1027,0.4,0.6977,5,43,-38,-0.2977,0.5,160.18,152.54,7.64,6.29,5.82,0.47,0.65,20,0,0,0.3307,0.433,1,1,1178400,2019,Chennai Super Kings,Rajasthan Royals
0.4,0.6,-0.2,0.5,0.7,-0.2,0.4242,0.5294,-0.1052,0.125,0.6377,8,69,-61,-0.5127,0.5,151.76,151.59,0.17,5.79,5.75,0.04,0.4091,22,0,0,0.4841,0.4841,1,1,1178401,2019,Delhi Capitals,Kolkata Knight Riders
0.2,0.8,-0.6,0.3,0.6,-0.3,0.5145,0.5763,-0.0618,0.4286,0.619,7,63,-56,-0.1904,0.5,152.53,157.88,-5.35,5.83,6.08,-0.25,0.4444,18,0,0,0.433,0.4841,1,1,1178402,2019,Rajasthan Royals,Mumbai Indians
0.0,0.6,-0.6,0.3,0.4,-0.1,0.4647,0.4734,-0.0087,0.5,0.5385,6,52,-46,-0.0385,0.5,155.48,156.69,-1.21,5.82,5.69,0.13,0.4545,22,0,0,0.3307,0.5,1,1,1178403,2019,Royal Challengers Bangalore,Kings XI Punjab
0.8,0.4,0.4,0.9,0.6,0.3,0.6234,0.5263,0.0971,0.4,0.6286,10,70,-60,-0.2286,0.5,160.15,151.75,8.4,6.29,5.74,0.55,0.6316,19,0,0,0.3307,0.5,1,1,1178404,2019,Chennai Super Kings,Kolkata Knight Riders
0.6,0.6,0.0,0.4,0.6,-0.2,0.5556,0.4277,0.1279,0.675,0.5714,40,7,33,0.1036,0.5,155.18,151.93,3.25,6.06,5.8,0.26,0.6923,13,0,0,0.5,0.4841,1,0,1178405,2019,Sunrisers Hyderabad,Delhi Capitals
0.6,0.2,0.4,0.5,0.3,0.2,0.573,0.4678,0.1052,0.6094,0.3333,64,9,55,0.2761,0.5,158.04,155.59,2.45,6.08,5.81,0.27,0.625,24,0,0,0.5,0.3307,1,1,1178406,2019,Mumbai Indians,Royal Challengers Bangalore
0.4,0.4,0.0,0.3,0.4,-0.1,0.518,0.4706,0.0474,0.5,0.5283,6,53,-47,-0.0283,0.5,152.78,156.79,-4.01,5.82,5.67,0.15,0.5556,18,0,0,0.433,0.5,1,0,1178407,2019,Rajasthan Royals,Kings XI Punjab
0.8,0.4,0.4,0.9,0.4,0.5,0.6258,0.55,0.0758,0.75,0.6585,4,41,-37,0.0915,0.5,160.16,154.79,5.37,6.3,6.07,0.23,0.8,10,1,1,0.3307,0.4841,1,0,1178408,2019,Chennai Super Kings,Sunrisers Hyderabad
0.8,0.6,0.2,0.6,0.7,-0.1,0.5754,0.4311,0.1443,0.3,0.4308,10,65,-55,-0.1308,0.5,158.12,151.95,6.17,6.08,5.83,0.25,0.4783,23,1,1,0.4841,0.4841,1,1,1178409,2019,Mumbai Indians,Delhi Capitals
0.4,0.2,0.2,0.5,0.2,0.3,0.5233,0.4651,0.0582,0.6197,0.3333,71,9,62,0.2864,0.5,151.8,155.68,-3.88,5.73,5.8,-0.07,0.6087,23,0,0,0.5,0.3307,1,0,1178410,2019,Kolkata Knight Riders,Royal Challengers Bangalore
0.4,0.8,-0.4,0.3,0.6,-0.3,0.5143,0.5778,-0.0635,0.6818,0.3333,44,6,38,0.3485,0.5,152.91,158.17,-5.26,5.82,6.1,-0.28,0.4737,19,0,0,0.433,0.433,1,1,1178411,2019,Rajasthan Royals,Mumbai Indians
0.6,0.4,0.2,0.6,0.5,0.1,0.4286,0.4737,-0.0451,0.4242,0.5,66,10,56,-0.0758,0.5,151.81,156.94,-5.13,5.82,5.68,0.14,0.3913,23,0,0,0.5,0.5,1,1,1178412,2019,Delhi Capitals,Kings XI Punjab
0.4,0.2,0.2,0.5,0.4,0.1,0.5545,0.5202,0.0343,0.6667,0.7143,42,7,35,-0.0476,0.5,154.61,152.1,2.51,6.06,5.72,0.34,0.375,16,0,0,0.5,0.4841,1,1,1178413,2019,Sunrisers Hyderabad,Kolkata Knight Riders
0.8,0.4,0.4,0.8,0.2,0.6,0.6218,0.4682,0.1536,0.625,0.4857,8,70,-62,0.1393,0.5,159.98,156.01,3.97,6.29,5.8,0.49,0.6818,22,0,0,0.433,0.433,1,0,1178414,2019,Chennai Super Kings,Royal Challengers Bangalore
