A_form5,B_form5,form_diff5,A_form10,B_form10,form_diff10,A_overall_wr,B_overall_wr,overall_wr_diff,A_venue_wr,B_venue_wr,A_venue_exp,B_venue_exp,venue_exp_diff,venue_wr_diff,venue_bat_first_wr,A_avg_score,B_avg_score,score_diff,A_avg_wickets,B_avg_wickets,wicket_diff,h2h_wr_A,h2h_n,toss_decision_bat,toss_correct,A_consistency,B_consistency,season_stage,team1_won,match_id,season,team_A,team_B
0.6,0.2,0.4,0.5,0.3,0.2,0.4722,0.4444,0.0278,0.4773,1.0,44,1,43,-0.5227,0.4318,155.62,160.04,-4.42,5.67,5.11,0.56,0.6667,3,0,1,0.4841,0.433,1,0,1082637,2017,Kings XI Punjab,Gujarat Lions
0.4,0.8,-0.4,0.5,0.9,-0.4,0.5479,0.5894,-0.0415,0.6552,0.6667,29,6,23,-0.0115,0.383,153.78,156.32,-2.54,6.03,6.06,-0.03,0.4444,9,1,0,0.5,0.3307,2,1,1082638,2017,Sunrisers Hyderabad,Mumbai Indians
0.6,0.6,0.0,0.4,0.7,-0.3,0.469,0.5278,-0.0588,0.4667,0.6,45,5,40,-0.1333,0.4222,155.85,149.26,6.59,5.66,5.81,-0.15,0.3,20,0,1,0.4841,0.4841,2,1,1082639,2017,Kings XI Punjab,Kolkata Knight Riders
0.4,0.4,0.0,0.4,0.4,0.0,0.4643,0.4225,0.0418,1.0,0.5,2,0,2,0.5,0.5,161.18,149.25,11.93,5.04,5.73,-0.69,0.3333,3,0,0,0.4841,0.433,2,0,1082640,2017,Gujarat Lions,Delhi Capitals
0.6,0.6,0.0,0.8,0.4,0.4,0.5855,0.4726,0.1129,0.6667,0.5,51,8,43,0.1667,0.4909,156.2,155.92,0.28,6.04,5.66,0.38,0.5263,19,0,1,0.433,0.5,2,0,1082641,2017,Mumbai Indians,Kings XI Punjab
0.6,0.8,-0.2,0.4,0.7,-0.3,0.4266,0.5,-0.0734,0.4151,1.0,53,1,52,-0.5849,0.4386,149.59,154.0,-4.41,5.73,5.92,-0.19,0.3333,3,1,0,0.4841,0.3307,2,1,1082642,2017,Delhi Capitals,Rising Pune Supergiants
0.2,0.6,-0.4,0.3,0.5,-0.2,0.4483,0.5541,-0.1058,0.6667,0.5,3,0,3,0.1667,0.5,162.34,153.59,8.75,5.14,6.04,-0.9,0.0,4,0,0,0.4841,0.4841,2,0,1082643,2017,Gujarat Lions,Sunrisers Hyderabad
0.4,0.6,-0.2,0.6,0.7,-0.1,0.5241,0.5817,-0.0576,0.6491,0.8,57,10,47,-0.1509,0.3667,149.28,156.64,-7.36,5.81,6.02,-0.21,0.2632,19,0,1,0.5,0.4841,2,0,1082644,2017,Kolkata Knight Riders,Mumbai Indians
0.8,0.8,0.0,0.7,0.5,0.2,0.4815,0.4762,0.0053,0.4,0.0,10,3,7,0.4,0.4,154.26,156.43,-2.17,6.0,5.67,0.33,0.3333,3,0,1,0.433,0.4841,2,1,1082645,2017,Rising Pune Supergiants,Kings XI Punjab
0.8,0.0,0.8,0.4,0.1,0.3,0.4306,0.4832,-0.0526,0.4259,0.6667,54,6,48,-0.2408,0.4483,149.72,154.85,-5.13,5.74,5.83,-0.09,0.3529,17,1,0,0.5,0.3307,2,0,1082646,2017,Delhi Capitals,Royal Challengers Bangalore
0.6,0.8,-0.2,0.7,0.8,-0.1,0.5844,0.5,0.0844,0.6538,1.0,52,2,50,-0.3462,0.5,156.75,151.54,5.21,6.03,6.14,-0.11,0.25,4,0,0,0.4841,0.433,2,0,1082647,2017,Mumbai Indians,Rising Pune Supergiants
0.6,0.2,0.4,0.6,0.5,0.1,0.56,0.5205,0.0395,0.4,0.5556,5,9,-4,-0.1556,0.4355,153.65,149.38,4.27,6.09,5.8,0.29,0.3636,11,0,1,0.4841,0.5,2,0,1082648,2017,Sunrisers Hyderabad,Kolkata Knight Riders
0.4,0.4,0.0,0.6,0.5,0.1,0.5806,0.5238,0.0568,0.7778,0.6,9,10,-1,0.1778,0.4286,156.65,148.69,7.96,6.02,5.81,0.21,0.75,20,0,1,0.5,0.5,2,1,1082649,2017,Mumbai Indians,Kolkata Knight Riders
0.4,0.8,-0.4,0.6,0.8,-0.2,0.5833,0.5172,0.0661,0.5714,1.0,7,2,5,-0.4286,0.375,156.36,151.9,4.46,6.04,6.24,-0.2,0.2,5,1,0,0.4841,0.433,2,1,1082650,2017,Mumbai Indians,Rising Pune Supergiants
0.6,0.4,0.2,0.6,0.4,0.2,0.586,0.6031,-0.0171,0.6415,0.4,53,10,43,0.2415,0.5088,156.18,159.53,-3.35,6.04,6.26,-0.22,0.5455,22,0,0,0.4841,0.5,0,0,1136561,2018,Mumbai Indians,Chennai Super Kings
0.6,0.6,0.0,0.4,0.5,-0.1,0.4276,0.473,-0.0454,0.2,0.4783,5,46,-41,-0.2783,0.4348,149.72,155.86,-6.14,5.74,5.64,0.1,0.45,20,0,1,0.5,0.4841,0,0,1136562,2018,Delhi Capitals,Kings XI Punjab
0.2,0.4,-0.2,0.2,0.5,-0.3,0.4867,0.5203,-0.0336,0.375,0.6379,8,58,-50,-0.2629,0.377,154.89,148.41,6.48,5.85,5.8,0.05,0.45,20,0,1,0.433,0.4841,0,0,1136563,2018,Royal Challengers Bangalore,Kolkata Knight Riders
0.4,0.4,0.0,0.4,0.6,-0.2,0.5385,0.5526,-0.0141,0.5,0.6667,4,30,-26,-0.1667,0.3878,151.31,153.32,-2.01,5.96,6.05,-0.09,0.5714,7,0,1,0.433,0.5,0,0,1136564,2018,Rajasthan Royals,Sunrisers Hyderabad
0.4,0.6,-0.2,0.5,0.5,0.0,0.5235,0.6061,-0.0826,0.2857,0.7021,7,47,-40,-0.4164,0.6458,148.6,159.61,-11.01,5.81,6.24,-0.43,0.375,16,0,0,0.4841,0.5,0,0,1136565,2018,Kolkata Knight Riders,Chennai Super Kings
0.2,0.4,-0.2,0.3,0.4,-0.1,0.5339,0.4247,0.1092,0.7273,0.25,33,4,29,0.4773,0.303,151.08,149.84,1.24,5.92,5.73,0.19,0.625,16,0,1,0.433,0.5,0,1,1136566,2018,Rajasthan Royals,Delhi Capitals
0.6,0.6,0.0,0.6,0.6,0.0,0.5823,0.5584,0.0239,0.625,0.6774,8,31,-23,-0.0524,0.38,156.24,152.97,3.27,6.06,6.09,-0.03,0.5,10,0,1,0.5,0.4841,0,0,1136567,2018,Mumbai Indians,Sunrisers Hyderabad
0.6,0.2,0.4,0.6,0.2,0.4,0.4765,0.4834,-0.0069,0.5,0.5,10,60,-50,0.0,0.4219,155.94,155.03,0.91,5.64,5.85,-0.21,0.6,20,0,1,0.4841,0.3307,0,0,1136568,2018,Kings XI Punjab,Royal Challengers Bangalore
0.4,0.8,-0.4,0.4,0.6,-0.2,0.52,0.5641,-0.0441,0.6441,0.0,59,5,54,0.6441,0.371,148.96,152.95,-3.99,5.8,6.12,-0.32,0.6667,12,0,1,0.4841,0.4841,0,0,1136570,2018,Kolkata Knight Riders,Sunrisers Hyderabad
0.4,0.4,0.0,0.5,0.4,0.1,0.5786,0.4218,0.1568,0.6296,0.1429,54,7,47,0.4867,0.5,156.18,149.22,6.96,6.08,5.72,0.36,0.55,20,0,0,0.4841,0.5,0,0,1136569,2018,Mumbai Indians,Delhi Capitals
0.4,0.4,0.0,0.3,0.3,0.0,0.5378,0.4868,0.051,0.6,0.5082,5,61,-56,0.0918,0.4154,151.1,155.06,-3.96,5.9,5.88,0.02,0.4667,15,0,1,0.4841,0.433,0,1,1136571,2018,Rajasthan Royals,Royal Challengers Bangalore
0.6,0.6,0.0,0.6,0.6,0.0,0.4733,0.609,-0.1357,0.4894,0.75,47,4,43,-0.2606,0.4255,155.93,159.95,-4.02,5.65,6.24,-0.59,0.4118,17,0,1,0.4841,0.4841,0,1,1136572,2018,Kings XI Punjab,Chennai Super Kings
0.4,0.4,0.0,0.3,0.5,-0.2,0.5166,0.4257,0.0909,0.6333,0.1429,60,7,53,0.4904,0.3651,148.89,149.53,-0.64,5.79,5.73,0.06,0.6316,19,0,1,0.4841,0.5,0,1,1136573,2018,Kolkata Knight Riders,Delhi Capitals
0.4,0.4,0.0,0.4,0.2,0.2,0.575,0.4837,0.0913,0.6182,0.375,55,8,47,0.2432,0.4915,156.42,155.34,1.08,6.06,5.87,0.19,0.619,21,0,1,0.4841,0.433,0,1,1136574,2018,Mumbai Indians,Royal Challengers Bangalore
0.6,0.4,0.2,0.4,0.4,0.0,0.5417,0.5197,0.022,0.7353,0.25,34,4,30,0.4853,0.3235,151.65,149.22,2.43,5.9,5.82,0.08,0.6,15,0,1,0.5,0.4841,0,0,1136575,2018,Rajasthan Royals,Kolkata Knight Riders
0.6,0.8,-0.2,0.6,0.7,-0.1,0.4768,0.5696,-0.0928,0.5,1.0,48,4,44,-0.5,0.4375,156.21,152.77,3.44,5.64,6.14,-0.5,0.2,10,1,0,0.4841,0.4841,0,1,1136576,2018,Kings XI Punjab,Sunrisers Hyderabad
0.6,0.4,0.2,0.5,0.4,0.1,0.6045,0.5372,0.0673,0.5,0.5,0,2,-2,0.0,0.375,160.19,151.72,8.47,6.25,5.88,0.37,0.6471,17,0,1,0.5,0.4841,0,1,1136577,2018,Chennai Super Kings,Rajasthan Royals
0.6,0.6,0.0,0.5,0.7,-0.2,0.5229,0.4803,0.0426,0.6393,0.2222,61,9,52,0.4171,0.375,149.31,156.45,-7.14,5.84,5.64,0.2,0.6667,21,0,1,0.5,0.4841,0,0,1136578,2018,Kolkata Knight Riders,Kings XI Punjab
0.2,0.4,-0.2,0.5,0.2,0.3,0.4228,0.4805,-0.0577,0.4286,0.5,7,62,-55,-0.0714,0.4242,149.4,155.42,-6.02,5.75,5.87,-0.12,0.3333,18,0,1,0.4841,0.433,0,0,1136579,2018,Delhi Capitals,Royal Challengers Bangalore
0.4,0.4,0.0,0.4,0.4,0.0,0.5776,0.5328,0.0448,0.4,0.7143,5,35,-30,-0.3143,0.3143,156.77,151.62,5.15,6.07,5.87,0.2,0.625,16,1,0,0.5,0.4841,0,0,1136581,2018,Mumbai Indians,Rajasthan Royals
0.6,0.6,0.0,0.6,0.6,0.0,0.6074,0.5625,0.0449,0.6667,0.6875,3,32,-29,-0.0208,0.3725,160.52,153.09,7.43,6.27,6.1,0.17,0.6667,6,0,1,0.4841,0.4841,0,1,1136580,2018,Chennai Super Kings,Sunrisers Hyderabad
0.8,0.2,0.6,0.7,0.4,0.3,0.4837,0.42,0.0637,0.4444,0.4182,9,55,-46,0.0262,0.4576,156.25,149.56,6.69,5.65,5.74,-0.09,0.5714,21,0,1,0.433,0.4841,1,1,1136582,2018,Kings XI Punjab,Delhi Capitals
0.6,0.2,0.4,0.5,0.4,0.1,0.5556,0.5741,-0.0185,0.0,0.625,3,56,-53,-0.625,0.5,153.4,156.83,-3.43,6.06,6.08,-0.02,0.5455,11,0,0,0.4841,0.4841,1,1,1136583,2018,Sunrisers Hyderabad,Mumbai Indians
0.4,0.8,-0.4,0.3,0.6,-0.3,0.4839,0.6103,-0.1264,0.5079,0.5714,63,7,56,-0.0635,0.4179,155.55,160.68,-5.13,5.86,6.27,-0.41,0.3684,19,0,1,0.4841,0.4841,1,0,1136584,2018,Royal Challengers Bangalore,Chennai Super Kings
0.6,0.8,-0.2,0.6,0.7,-0.1,0.561,0.487,0.074,0.6667,0.5,33,8,25,0.1667,0.3846,152.96,156.16,-3.2,6.11,5.66,0.45,0.7273,11,0,1,0.4841,0.433,1,1,1136585,2018,Sunrisers Hyderabad,Kings XI Punjab
0.2,0.4,-0.2,0.3,0.4,-0.1,0.4172,0.5195,-0.1023,0.4107,0.625,56,8,48,-0.2143,0.4667,149.49,149.58,-0.09,5.75,5.81,-0.06,0.35,20,0,1,0.433,0.5,1,1,1136586,2018,Delhi Capitals,Kolkata Knight Riders
0.8,0.2,0.6,0.7,0.4,0.3,0.6131,0.5706,0.0425,1.0,0.5,1,2,-1,0.5,0.4118,161.01,156.4,4.61,6.28,6.1,0.18,0.4783,23,0,1,0.433,0.4841,1,0,1136587,2018,Chennai Super Kings,Mumbai Indians
0.4,0.4,0.0,0.3,0.4,-0.1,0.4808,0.5161,-0.0353,0.5,0.5455,64,11,53,-0.0455,0.4118,155.87,149.68,6.19,5.86,5.79,0.07,0.4286,21,0,1,0.4841,0.4841,1,0,1136589,2018,Royal Challengers Bangalore,Kolkata Knight Riders
0.6,0.6,0.0,0.7,0.4,0.3,0.5663,0.5366,0.0297,0.0,0.7222,1,36,-35,-0.7222,0.3056,152.71,151.76,0.95,6.16,5.88,0.28,0.5,8,1,0,0.4841,0.5,1,1,1136588,2018,Sunrisers Hyderabad,Rajasthan Royals
0.6,0.4,0.2,0.6,0.4,0.2,0.6087,0.4211,0.1876,0.5,1.0,2,2,0,-0.5,0.3889,161.07,149.95,11.12,6.25,5.78,0.47,0.6875,16,0,1,0.4841,0.433,1,1,1136590,2018,Chennai Super Kings,Delhi Capitals
0.2,0.4,-0.2,0.3,0.4,-0.1,0.4777,0.5732,-0.0955,0.4923,0.8,65,10,55,-0.3077,0.4058,155.99,156.49,-0.5,5.85,6.1,-0.25,0.3636,22,0,1,0.4841,0.4841,1,1,1136591,2018,Royal Challengers Bangalore,Mumbai Indians
0.2,0.4,-0.2,0.3,0.4,-0.1,0.4183,0.5323,-0.114,0.4211,0.5714,57,7,50,-0.1503,0.4754,150.26,151.66,-1.4,5.76,5.89,-0.13,0.3529,17,0,1,0.433,0.4841,1,1,1136592,2018,Delhi Capitals,Rajasthan Royals
0.8,0.6,0.2,0.7,0.5,0.2,0.6115,0.5192,0.0923,0.4444,0.629,9,62,-53,-0.1846,0.3692,161.43,149.85,11.58,6.24,5.78,0.46,0.6471,17,0,1,0.433,0.5,1,0,1136593,2018,Chennai Super Kings,Kolkata Knight Riders
0.8,0.4,0.4,0.7,0.4,0.3,0.4839,0.5697,-0.0858,0.75,1.0,4,1,3,-0.25,0.0,155.92,156.47,-0.55,5.66,6.1,-0.44,0.5,20,0,1,0.4841,0.433,1,0,1136594,2018,Kings XI Punjab,Mumbai Indians
0.4,0.6,-0.2,0.4,0.6,-0.2,0.481,0.6071,-0.1261,0.6667,0.6667,3,3,0,0.0,0.4211,156.06,161.54,-5.48,5.86,6.23,-0.37,0.35,20,0,1,0.4841,0.4841,1,0,1136595,2018,Royal Challengers Bangalore,Chennai Super Kings
0.4,0.6,-0.2,0.3,0.7,-0.4,0.4221,0.5714,-0.1493,0.6667,0.6765,6,34,-28,-0.0098,0.3962,150.56,152.69,-2.13,5.76,6.15,-0.39,0.4,10,1,0,0.4841,0.433,1,0,1136596,2018,Delhi Capitals,Sunrisers Hyderabad
0.4,0.6,-0.2,0.4,0.5,-0.1,0.5723,0.5223,0.05,0.614,0.1429,57,7,50,0.4711,0.5082,156.58,150.04,6.54,6.1,5.78,0.32,0.7619,21,0,0,0.4841,0.5,1,1,1136597,2018,Mumbai Indians,Kolkata Knight Riders
0.2,0.6,-0.4,0.4,0.6,-0.2,0.528,0.4808,0.0472,0.0,0.6,1,5,-4,-0.6,0.0,151.62,156.04,-4.42,5.89,5.65,0.24,0.6,15,0,1,0.4841,0.4841,1,0,1136598,2018,Rajasthan Royals,Kings XI Punjab
0.8,0.4,0.4,0.7,0.4,0.3,0.5765,0.478,0.0985,0.6857,0.25,35,8,27,0.4357,0.3889,152.82,155.87,-3.05,6.14,5.85,0.29,0.6,10,0,1,0.433,0.4841,1,1,1136599,2018,Sunrisers Hyderabad,Royal Challengers Bangalore
0.2,0.6,-0.4,0.3,0.6,-0.3,0.5238,0.4841,0.0397,0.7027,0.0,37,4,33,0.7027,0.3243,151.62,156.03,-4.41,5.87,5.68,0.19,0.5625,16,1,0,0.4841,0.4841,1,1,1136600,2018,Rajasthan Royals,Kings XI Punjab
0.6,0.4,0.2,0.4,0.5,-0.1,0.5749,0.519,0.0559,0.8182,0.6349,11,63,-52,0.1833,0.3636,156.73,150.15,6.58,6.1,5.77,0.33,0.7727,22,0,1,0.5,0.5,1,1,1136601,2018,Mumbai Indians,Kolkata Knight Riders
0.4,1.0,-0.6,0.3,0.8,-0.5,0.4194,0.5814,-0.162,0.431,0.6667,58,6,52,-0.2357,0.4839,150.64,152.74,-2.1,5.74,6.14,-0.4,0.3636,11,1,0,0.4841,0.433,1,0,1136602,2018,Delhi Capitals,Sunrisers Hyderabad
0.6,0.4,0.2,0.7,0.4,0.3,0.6099,0.5276,0.0823,0.5,0.7105,4,38,-34,-0.2105,0.3421,161.3,151.67,9.63,6.25,5.88,0.37,0.6667,18,1,0,0.4841,0.4841,1,0,1136603,2018,Chennai Super Kings,Rajasthan Royals
0.4,0.4,0.0,0.4,0.6,-0.2,0.5157,0.481,0.0347,0.5,0.6667,0,6,-6,-0.1667,0.0,149.89,155.95,-6.06,5.77,5.69,0.08,0.6364,22,0,1,0.5,0.4841,1,1,1136604,2018,Kolkata Knight Riders,Kings XI Punjab
0.4,0.2,0.2,0.3,0.3,0.0,0.4167,0.475,-0.0583,0.4237,0.7143,59,7,52,-0.2906,0.4762,150.87,155.78,-4.91,5.71,5.88,-0.17,0.3158,19,0,1,0.433,0.433,1,0,1136605,2018,Delhi Capitals,Royal Challengers Bangalore
1.0,0.4,0.6,0.8,0.6,0.2,0.5862,0.6056,-0.0194,0.5,0.75,2,4,-2,-0.25,0.4,153.18,161.41,-8.23,6.13,6.25,-0.12,0.2857,7,0,1,0.433,0.4841,1,0,1136606,2018,Sunrisers Hyderabad,Chennai Super Kings
0.8,0.4,0.4,0.5,0.5,0.0,0.5774,0.5312,0.0462,0.6207,0.3333,58,6,52,0.2874,0.5161,157.05,151.87,5.18,6.12,5.87,0.25,0.5882,17,0,0,0.4841,0.4841,1,0,1136607,2018,Mumbai Indians,Rajasthan Royals
0.2,0.4,-0.2,0.5,0.4,0.1,0.478,0.4783,-0.0003,0.5714,0.0,7,1,6,0.5714,0.125,156.31,155.98,0.33,5.69,5.86,-0.17,0.5714,21,0,1,0.5,0.4841,2,0,1136608,2018,Kings XI Punjab,Royal Challengers Bangalore
0.6,0.6,0.0,0.5,0.5,0.0,0.5349,0.5188,0.0161,0.1667,0.625,6,64,-58,-0.4583,0.3731,152.02,150.48,1.54,5.87,5.78,0.09,0.5625,16,0,1,0.5,0.5,2,0,1136609,2018,Rajasthan Royals,Kolkata Knight Riders
0.6,0.2,0.4,0.5,0.5,0.0,0.574,0.475,0.099,0.6102,0.5556,59,9,50,0.0546,0.5079,157.11,155.89,1.22,6.11,5.66,0.45,0.5238,21,0,0,0.5,0.4841,2,1,1136610,2018,Mumbai Indians,Kings XI Punjab
0.6,0.8,-0.2,0.4,0.7,-0.3,0.4815,0.5795,-0.098,0.5,0.3333,66,6,60,0.1667,0.4143,155.58,153.48,2.1,5.89,6.08,-0.19,0.3636,11,0,1,0.5,0.433,2,1,1136611,2018,Royal Challengers Bangalore,Sunrisers Hyderabad
0.2,0.6,-0.4,0.3,0.6,-0.3,0.414,0.6084,-0.1944,0.4167,0.8333,60,6,54,-0.4166,0.4688,151.06,161.54,-10.48,5.71,6.23,-0.52,0.2941,17,0,1,0.433,0.4841,2,1,1136612,2018,Delhi Capitals,Chennai Super Kings
0.6,0.6,0.0,0.4,0.5,-0.1,0.5308,0.4847,0.0461,0.7179,0.6,39,5,34,0.1179,0.3333,151.94,155.96,-4.02,5.85,5.87,-0.02,0.5,16,1,0,0.5,0.5,2,1,1136613,2018,Rajasthan Royals,Royal Challengers Bangalore
0.6,0.6,0.0,0.6,0.6,0.0,0.573,0.5217,0.0513,0.6944,0.6667,36,6,30,0.0277,0.4,154.04,150.45,3.59,6.08,5.81,0.27,0.3846,13,1,0,0.433,0.5,2,0,1136614,2018,Sunrisers Hyderabad,Kolkata Knight Riders
0.4,0.8,-0.4,0.3,0.6,-0.3,0.4177,0.5765,-0.1588,0.4262,0.3333,61,9,52,0.0929,0.4769,151.13,157.28,-6.15,5.71,6.1,-0.39,0.4762,21,1,0,0.4841,0.4841,2,1,1136615,2018,Delhi Capitals,Mumbai Indians
0.2,0.4,-0.2,0.4,0.6,-0.2,0.472,0.6042,-0.1322,0.0,0.8,4,5,-1,-0.8,0.381,156.06,161.31,-5.25,5.67,6.22,-0.55,0.4444,18,0,1,0.433,0.5,2,0,1136616,2018,Kings XI Punjab,Chennai Super Kings
0.4,0.6,-0.2,0.6,0.6,0.0,0.5667,0.6069,-0.0402,0.25,0.4545,4,11,-7,-0.2045,0.5156,154.24,161.29,-7.05,6.07,6.25,-0.18,0.25,8,0,0,0.4841,0.5,2,0,1136617,2018,Sunrisers Hyderabad,Chennai Super Kings
0.6,0.8,-0.2,0.6,0.5,0.1,0.5247,0.5344,-0.0097,0.6308,0.1429,65,7,58,0.4879,0.3676,150.59,152.03,-1.44,5.83,5.89,-0.06,0.4706,17,0,1,0.4841,0.5,2,1,1136618,2018,Kolkata Knight Riders,Rajasthan Royals
0.2,0.8,-0.6,0.6,0.6,0.0,0.5604,0.5276,0.0328,0.1667,0.6364,6,66,-60,-0.4697,0.3768,154.08,150.7,3.38,6.09,5.82,0.27,0.3571,14,0,1,0.5,0.433,2,1,1136619,2018,Sunrisers Hyderabad,Kolkata Knight Riders
0.2,0.6,-0.4,0.6,0.6,0.0,0.5652,0.6096,-0.0444,0.2,0.5,5,12,-7,-0.3,0.5077,154.29,161.14,-6.85,6.12,6.25,-0.13,0.2222,9,0,0,0.5,0.4841,2,0,1136620,2018,Sunrisers Hyderabad,Chennai Super Kings
0.6,0.8,-0.2,0.5,0.6,-0.1,0.4817,0.6122,-0.1305,0.25,0.7083,8,48,-40,-0.4583,0.6327,155.83,161.28,-5.45,5.87,6.25,-0.38,0.3333,21,0,0,0.5,0.4841,0,0,1175356,2019,Royal Challengers Bangalore,Chennai Super Kings
0.2,0.8,-0.6,0.5,0.6,-0.1,0.5591,0.5244,0.0347,0.2857,0.6269,7,67,-60,-0.3412,0.3857,154.55,150.76,3.79,6.08,5.82,0.26,0.4,15,0,1,0.4841,0.4841,0,0,1175357,2019,Sunrisers Hyderabad,Kolkata Knight Riders
0.4,0.6,-0.2,0.4,0.5,-0.1,0.4214,0.5731,-0.1517,0.25,0.6167,8,60,-52,-0.3667,0.5,151.28,157.32,-6.04,5.74,6.09,-0.35,0.5,22,0,0,0.5,0.4841,0,1,1175358,2019,Delhi Capitals,Mumbai Indians
0.0,0.6,-0.6,0.3,0.5,-0.2,0.4691,0.5303,-0.0612,0.0,0.725,5,40,-35,-0.725,0.35,156.04,151.97,4.07,5.67,5.89,-0.22,0.4118,17,0,1,0.3307,0.5,0,1,1175359,2019,Kings XI Punjab,Rajasthan Royals
0.6,0.8,-0.2,0.5,0.7,-0.2,0.425,0.6149,-0.1899,0.4355,0.7143,62,7,55,-0.2788,0.4848,151.66,160.67,-9.01,5.76,6.28,-0.52,0.3333,18,1,0,0.5,0.433,0,0,1175360,2019,Delhi Capitals,Chennai Super Kings
0.8,0.2,0.6,0.7,0.3,0.4,0.5273,0.4724,0.0549,0.6324,0.3,68,10,58,0.3324,0.3803,150.95,156.21,-5.26,5.81,5.69,0.12,0.6522,23,0,1,0.4841,0.433,0,1,1175361,2019,Kolkata Knight Riders,Kings XI Punjab
0.4,0.6,-0.2,0.5,0.4,0.1,0.5698,0.4788,0.091,0.7273,0.5075,11,67,-56,0.2198,0.4225,157.42,155.31,2.11,6.09,5.85,0.24,0.6087,23,0,1,0.5,0.5,0,1,1175362,2019,Mumbai Indians,Royal Challengers Bangalore
0.4,0.2,0.2,0.4,0.4,0.0,0.5263,0.5532,-0.0269,0.4,0.6757,5,37,-32,-0.2757,0.3929,152.11,154.83,-2.72,5.88,6.05,-0.17,0.4444,9,1,0,0.5,0.433,0,0,1175363,2019,Rajasthan Royals,Sunrisers Hyderabad
0.4,0.2,0.2,0.6,0.2,0.4,0.5723,0.4695,0.1028,0.5714,0.5102,7,49,-42,0.0612,0.449,157.6,156.41,1.19,6.08,5.68,0.4,0.5455,22,0,1,0.4841,0.433,0,0,1175364,2019,Mumbai Indians,Kings XI Punjab
0.8,0.6,0.2,0.7,0.5,0.2,0.5301,0.4224,0.1077,0.5556,0.4286,9,63,-54,0.127,0.4776,151.36,151.63,-0.27,5.8,5.75,0.05,0.619,21,0,1,0.433,0.5,0,0,1175365,2019,Kolkata Knight Riders,Delhi Capitals
0.4,0.4,0.0,0.4,0.4,0.0,0.5579,0.4759,0.082,0.6842,0.2222,38,9,29,0.462,0.386,155.32,155.46,-0.14,6.01,5.86,0.15,0.5833,12,0,1,0.433,0.4841,0,1,1175366,2019,Sunrisers Hyderabad,Royal Challengers Bangalore
1.0,0.2,0.8,0.7,0.4,0.3,0.6174,0.5224,0.095,0.7143,0.1667,49,6,43,0.5476,0.62,160.6,152.45,8.15,6.28,5.87,0.41,0.6316,19,0,0,0.433,0.5,0,1,1175367,2019,Chennai Super Kings,Rajasthan Royals
0.4,0.8,-0.4,0.3,0.5,-0.2,0.4727,0.4259,0.0468,0.52,0.1667,50,6,44,0.3533,0.44,156.54,151.9,4.64,5.68,5.77,-0.09,0.5909,22,0,1,0.433,0.5,0,1,1175368,2019,Kings XI Punjab,Delhi Capitals
0.2,0.2,0.0,0.4,0.4,0.0,0.4731,0.5185,-0.0454,0.5,0.7073,6,41,-35,-0.2073,0.3659,155.21,152.56,2.65,5.84,5.87,-0.03,0.4706,17,0,1,0.4841,0.4841,0,0,1175369,2019,Royal Challengers Bangalore,Rajasthan Royals
0.4,1.0,-0.6,0.5,0.8,-0.3,0.569,0.62,-0.051,0.6066,0.5385,61,13,48,0.0681,0.5075,157.7,160.69,-2.99,6.06,6.29,-0.23,0.5417,24,0,0,0.5,0.3307,0,1,1175370,2019,Mumbai Indians,Chennai Super Kings
0.6,0.6,0.0,0.5,0.4,0.1,0.4233,0.5625,-0.1392,0.4375,0.7143,64,7,57,-0.2768,0.4706,151.9,156.1,-4.2,5.79,6.05,-0.26,0.3333,12,0,1,0.5,0.4841,0,0,1175371,2019,Delhi Capitals,Sunrisers Hyderabad
0.0,0.6,-0.6,0.3,0.6,-0.3,0.4702,0.5269,-0.0567,0.5,0.5833,68,12,56,-0.0833,0.4306,155.23,151.6,3.63,5.82,5.8,0.02,0.4091,22,0,1,0.4841,0.433,0,0,1175372,2019,Royal Challengers Bangalore,Kolkata Knight Riders
0.8,0.6,0.2,0.7,0.4,0.3,0.6159,0.4759,0.14,0.72,0.4,50,5,45,0.32,0.6275,160.51,156.6,3.91,6.28,5.71,0.57,0.5789,19,1,1,0.433,0.4841,0,1,1178393,2019,Chennai Super Kings,Kings XI Punjab
0.4,0.6,-0.2,0.6,0.4,0.2,0.5714,0.567,0.0044,0.5556,0.6923,9,39,-30,-0.1367,0.3966,157.77,155.85,1.92,6.07,6.07,0.0,0.4167,12,0,1,0.5,0.5,0,1,1178394,2019,Mumbai Indians,Sunrisers Hyderabad
0.0,0.4,-0.4,0.3,0.4,-0.1,0.4675,0.4207,0.0468,0.4928,0.375,69,8,61,0.1178,0.4247,155.52,151.76,3.76,5.82,5.78,0.04,0.7,20,0,1,0.433,0.5,0,0,1178395,2019,Royal Challengers Bangalore,Delhi Capitals
0.2,0.6,-0.4,0.5,0.7,-0.2,0.5221,0.5298,-0.0077,0.7143,0.4,42,5,37,0.3143,0.3571,152.64,151.92,0.72,5.85,5.79,0.06,0.5,18,0,1,0.4841,0.433,0,0,1178396,2019,Rajasthan Royals,Kolkata Knight Riders
0.6,0.6,0.0,0.4,0.3,0.1,0.5612,0.4731,0.0881,0.8,0.5294,5,51,-46,0.2706,0.451,155.23,156.49,-1.26,6.08,5.69,0.39,0.75,12,0,1,0.5,0.4841,1,0,1178397,2019,Sunrisers Hyderabad,Kings XI Punjab
