A_form5,B_form5,form_diff5,A_form10,B_form10,form_diff10,A_overall_wr,B_overall_wr,overall_wr_diff,A_venue_wr,B_venue_wr,A_venue_exp,B_venue_exp,venue_exp_diff,venue_wr_diff,venue_bat_first_wr,A_avg_score,B_avg_score,score_diff,A_avg_wickets,B_avg_wickets,wicket_diff,h2h_wr_A,h2h_n,toss_decision_bat,toss_correct,A_consistency,B_consistency,season_stage,team1_won,match_id,season,team_A,team_B
0.4,0.2,0.2,0.6,0.3,0.3,0.5641,0.5132,0.0509,0.5,0.3333,20,3,17,0.1667,0.3913,150.86,149.58,1.28,6.4,6.28,0.12,0.5,10,1,0,0.5,0.433,0,1,598006,2013,Mumbai Indians,Delhi Capitals
0.4,1.0,-0.6,0.5,1.0,-0.5,0.5063,1.0,-0.4937,0.5,0.5,28,0,28,0.0,0.4483,150.71,138.0,12.71,5.52,9.0,-3.48,0.0,1,1,0,0.4841,0.3,0,1,598048,2013,Royal Challengers Bangalore,Sunrisers Hyderabad
0.6,0.4,0.2,0.6,0.6,0.0,0.5,0.5802,-0.0802,0.5455,0.5,22,2,20,0.0455,0.4091,153.97,159.07,-5.1,5.81,6.07,-0.26,0.4,10,0,1,0.4841,0.4841,0,0,598007,2013,Kings XI Punjab,Chennai Super Kings
0.0,0.6,-0.6,0.0,0.5,-0.5,0.2581,0.5405,-0.2824,0.2222,1.0,9,1,8,-0.7778,0.6,138.68,148.62,-9.94,5.16,6.03,-0.87,0.0,3,1,1,0.0,0.4841,0,1,598009,2013,Pune Warriors India,Rajasthan Royals
0.6,0.8,-0.2,0.6,0.7,-0.1,0.5125,0.5,0.0125,0.5172,0.5,29,4,25,0.0172,0.4333,150.85,143.77,7.08,5.52,5.58,-0.06,0.5,10,0,1,0.4841,0.4841,0,1,598008,2013,Royal Challengers Bangalore,Kolkata Knight Riders
0.0,0.6667,-0.6667,0.3,0.6667,-0.3667,0.5065,0.6667,-0.1602,0.4643,0.5,28,0,28,-0.0357,0.5357,149.78,145.67,4.11,6.26,7.0,-0.74,0.5,0,1,1,0.433,0.4714,0,0,598010,2013,Delhi Capitals,Sunrisers Hyderabad
0.6,0.2,0.4,0.6,0.1,0.5,0.5696,0.2812,0.2884,0.5238,0.5,21,2,19,0.0238,0.4167,151.59,138.97,12.62,6.43,5.16,1.27,0.75,4,1,0,0.4841,0.3307,0,1,598011,2013,Mumbai Indians,Pune Warriors India
0.6,0.6,0.0,0.6,0.7,-0.1,0.5854,0.5185,0.0669,0.6364,0.3333,33,6,27,0.3031,0.6176,158.83,150.94,7.89,6.12,5.56,0.56,0.5833,12,0,0,0.4841,0.4841,0,1,598012,2013,Chennai Super Kings,Royal Challengers Bangalore
0.6,0.75,-0.15,0.6,0.75,-0.15,0.4933,0.75,-0.2567,0.5862,0.5,29,0,29,0.0862,0.3793,143.91,138.0,5.91,5.53,7.25,-1.72,0.5,0,1,0,0.4841,0.433,0,1,598013,2013,Kolkata Knight Riders,Sunrisers Hyderabad
0.4,0.4,0.0,0.5,0.6,-0.1,0.5333,0.4933,0.04,0.6538,0.0,26,3,23,0.6538,0.3462,148.57,153.76,-5.19,5.99,5.73,0.26,0.6667,9,0,1,0.5,0.5,0,1,598014,2013,Rajasthan Royals,Kings XI Punjab
0.6,0.2,0.4,0.7,0.1,0.6,0.5904,0.2727,0.3177,0.6471,0.0,34,2,32,0.6471,0.6,158.92,139.06,19.86,6.12,5.09,1.03,0.75,4,1,1,0.4841,0.3307,0,0,598015,2013,Chennai Super Kings,Pune Warriors India
0.4,0.6,-0.2,0.5,0.6,-0.1,0.4868,0.5,-0.0132,0.5217,0.6667,23,3,20,-0.145,0.3913,153.37,144.38,8.99,5.71,5.55,0.16,0.4444,9,0,1,0.5,0.433,0,1,598016,2013,Kings XI Punjab,Kolkata Knight Riders
0.6,0.0,0.6,0.6,0.2,0.4,0.5122,0.5,0.0122,0.5333,0.6667,30,3,27,-0.1334,0.4194,151.11,149.32,1.79,5.56,6.27,-0.71,0.4444,9,0,1,0.5,0.3307,0,1,598017,2013,Royal Challengers Bangalore,Delhi Capitals
0.6,0.6,0.0,0.6,0.6,0.0,0.5395,0.575,-0.0355,0.6667,0.5,27,4,23,0.1667,0.3333,148.28,151.99,-3.71,6.04,6.45,-0.41,0.4444,9,1,0,0.5,0.4841,1,1,598019,2013,Rajasthan Royals,Mumbai Indians
0.4,0.6,-0.2,0.2,0.6,-0.4,0.2941,0.6,-0.3059,0.5,0.5,0,0,0,0.0,0.5,139.65,136.8,2.85,5.18,6.6,-1.42,0.0,1,0,0,0.433,0.4899,1,0,598018,2013,Pune Warriors India,Sunrisers Hyderabad
0.0,0.4,-0.4,0.2,0.6,-0.4,0.4937,0.5833,-0.0896,0.4483,0.6667,29,3,26,-0.2184,0.5172,149.49,158.63,-9.14,6.28,6.11,0.17,0.4,10,1,1,0.3307,0.5,1,0,598020,2013,Delhi Capitals,Chennai Super Kings
0.6,0.4,0.2,0.6667,0.5,0.1667,0.6667,0.4935,0.1732,1.0,1.0,2,3,-1,0.0,0.4,133.83,153.42,-19.59,7.17,5.75,1.42,0.5,0,1,0,0.4714,0.5,1,1,598021,2013,Sunrisers Hyderabad,Kings XI Punjab
0.4,0.6,-0.2,0.6,0.6,0.0,0.4935,0.5882,-0.0947,0.6,0.75,30,4,26,-0.15,0.4,144.49,158.75,-14.26,5.6,6.15,-0.55,0.4,10,1,0,0.4841,0.4841,1,0,598022,2013,Kolkata Knight Riders,Chennai Super Kings
0.6,0.8,-0.2,0.6,0.6,0.0,0.5181,0.5455,-0.0274,0.5484,0.6667,31,3,28,-0.1183,0.4062,151.3,148.68,2.62,5.58,6.09,-0.51,0.5556,9,0,1,0.4841,0.4841,1,1,598023,2013,Royal Challengers Bangalore,Rajasthan Royals
0.0,0.6,-0.6,0.1,0.6,-0.5,0.4875,0.5679,-0.0804,0.4333,0.5,30,4,26,-0.0667,0.5333,148.66,151.25,-2.59,6.25,6.41,-0.16,0.4545,11,1,1,0.0,0.5,1,1,598024,2013,Delhi Capitals,Mumbai Indians
0.4,0.4,0.0,0.5,0.2,0.3,0.4872,0.2857,0.2015,0.5417,0.5,24,2,22,0.0417,0.4167,153.03,138.74,14.29,5.74,5.26,0.48,0.4,5,0,1,0.4841,0.433,1,1,598025,2013,Kings XI Punjab,Pune Warriors India
0.8,0.6,0.2,0.6,0.5,0.1,0.593,0.5385,0.0545,0.6286,0.25,35,4,31,0.3786,0.6111,158.35,148.27,10.08,6.19,6.05,0.14,0.6364,11,1,1,0.4841,0.5,1,1,598026,2013,Chennai Super Kings,Rajasthan Royals
0.8,0.4,0.4,0.6,0.2,0.4,0.5238,0.2778,0.246,0.5625,0.0,32,2,30,0.5625,0.3939,150.96,140.03,10.93,5.63,5.19,0.44,1.0,3,0,1,0.4841,0.433,1,1,598027,2013,Royal Challengers Bangalore,Pune Warriors India
0.2,0.4,-0.2,0.2,0.5,-0.3,0.4938,0.4937,0.0001,0.4516,0.5,31,4,27,-0.0484,0.5161,148.86,153.44,-4.58,6.22,5.72,0.5,0.5,10,0,0,0.3307,0.5,1,0,598059,2013,Delhi Capitals,Kings XI Punjab
0.2,0.6,-0.4,0.6,0.5,0.1,0.4872,0.561,-0.0738,0.5806,0.75,31,4,27,-0.1694,0.3871,144.17,151.37,-7.2,5.6,6.34,-0.74,0.2,10,1,0,0.5,0.5,1,0,598029,2013,Kolkata Knight Riders,Mumbai Indians
0.8,0.6,0.2,0.7,0.7143,-0.0143,0.5977,0.7143,-0.1166,0.6389,0.5,36,0,36,0.1389,0.5946,158.67,132.86,25.81,6.16,7.43,-1.27,0.5,0,1,1,0.4841,0.4518,1,1,598030,2013,Chennai Super Kings,Sunrisers Hyderabad
0.2,0.6,-0.4,0.5,0.5,0.0,0.481,0.5,-0.019,0.5625,0.5,32,4,28,0.0625,0.375,144.35,153.04,-8.69,5.59,5.74,-0.15,0.5,10,1,0,0.4841,0.5,1,1,598031,2013,Kolkata Knight Riders,Kings XI Punjab
0.4,0.6,-0.2,0.5,0.625,-0.125,0.5316,0.625,-0.0934,0.6786,0.5,28,0,28,0.1786,0.3571,148.73,136.12,12.61,6.04,7.12,-1.08,0.5,0,1,0,0.5,0.4841,1,1,598032,2013,Rajasthan Royals,Sunrisers Hyderabad
0.6,0.8,-0.2,0.5,0.7,-0.2,0.5663,0.5294,0.0369,0.5455,0.6667,22,3,19,-0.1212,0.44,151.49,152.28,-0.79,6.34,5.67,0.67,0.5,12,1,0,0.5,0.433,1,1,598033,2013,Mumbai Indians,Royal Challengers Bangalore
0.8,0.4,0.4,0.7,0.5,0.2,0.6023,0.4875,0.1148,0.6486,0.4,37,5,32,0.2486,0.5789,158.68,144.43,14.25,6.16,5.6,0.56,0.6364,11,0,0,0.433,0.4841,1,1,598034,2013,Chennai Super Kings,Kolkata Knight Riders
0.2,0.2,0.0,0.1,0.2,-0.1,0.4878,0.2703,0.2175,0.5,0.5,0,0,0,0.0,0.5,148.51,139.84,8.67,6.21,5.19,1.02,0.6667,3,0,0,0.3307,0.433,1,1,598035,2013,Delhi Capitals,Pune Warriors India
0.6,0.6,0.0,0.5,0.6,-0.1,0.5375,0.5233,0.0142,0.6897,0.75,29,4,25,-0.0603,0.3448,148.7,152.09,-3.39,6.08,5.69,0.39,0.4,10,0,1,0.4841,0.4841,1,1,598036,2013,Rajasthan Royals,Royal Challengers Bangalore
0.6,0.6,0.0,0.6,0.5,0.1,0.5714,0.4938,0.0776,0.5652,0.5,23,4,19,0.0652,0.4615,152.0,152.99,-0.99,6.35,5.72,0.63,0.4,10,1,0,0.4841,0.5,1,1,598037,2013,Mumbai Indians,Kings XI Punjab
0.2,1.0,-0.8,0.2,0.7,-0.5,0.2632,0.6067,-0.3435,0.3,0.0,10,1,9,0.3,0.5455,140.08,159.15,-19.07,5.18,6.13,-0.95,0.4,5,1,1,0.433,0.3307,1,0,598038,2013,Pune Warriors India,Chennai Super Kings
0.4,0.2,0.2,0.2,0.4,-0.2,0.494,0.4815,0.0125,1.0,0.5,1,0,1,0.5,0.5,148.7,144.94,3.76,6.18,5.57,0.61,0.4,10,1,1,0.433,0.433,1,1,598040,2013,Delhi Capitals,Kolkata Knight Riders
0.4,0.6,-0.2,0.5556,0.6,-0.0444,0.5556,0.5765,-0.0209,1.0,1.0,3,2,1,0.0,0.381,137.0,152.26,-15.26,6.56,6.39,0.17,0.5,0,1,0,0.5,0.433,1,1,598039,2013,Sunrisers Hyderabad,Mumbai Indians
1.0,0.4,0.6,0.8,0.4,0.4,0.6111,0.4878,0.1233,0.6579,0.6667,38,3,35,-0.0088,0.5897,159.2,153.2,6.0,6.17,5.68,0.49,0.6364,11,1,1,0.3307,0.4841,1,1,598041,2013,Chennai Super Kings,Kings XI Punjab
0.0,0.6,-0.6,0.2,0.6,-0.4,0.2564,0.5172,-0.2608,0.2727,1.0,11,1,10,-0.7273,0.5833,139.74,152.31,-12.57,5.13,5.69,-0.56,0.0,4,1,1,0.433,0.4841,1,0,598042,2013,Pune Warriors India,Royal Challengers Bangalore
0.2,0.6,-0.4,0.3,0.6,-0.3,0.4756,0.5432,-0.0676,0.5758,0.25,33,4,29,0.3258,0.3636,144.83,149.0,-4.17,5.54,6.07,-0.53,0.4545,11,1,0,0.433,0.4841,2,1,598043,2013,Kolkata Knight Riders,Rajasthan Royals
0.6,0.6,0.0,0.6,0.3,0.3,0.6,0.5,0.1,1.0,1.0,4,3,1,0.0,0.3636,136.3,148.56,-12.26,6.3,6.19,0.11,1.0,1,1,0,0.5,0.4841,2,1,598044,2013,Sunrisers Hyderabad,Delhi Capitals
0.6,1.0,-0.4,0.6,0.9,-0.3,0.5698,0.6154,-0.0456,0.5833,0.4,24,5,19,0.1833,0.4815,151.99,159.49,-7.5,6.35,6.16,0.19,0.5833,12,1,0,0.4841,0.3307,2,1,598046,2013,Mumbai Indians,Chennai Super Kings
0.4,0.0,0.4,0.6,0.2,0.4,0.5366,0.25,0.2866,0.7,0.0,30,2,28,0.7,0.3333,148.79,140.5,8.29,6.02,5.08,0.94,0.75,4,1,0,0.5,0.3307,2,1,598047,2013,Rajasthan Royals,Pune Warriors India
0.4,0.6,-0.2,0.4,0.6,-0.2,0.4819,0.5227,-0.0408,0.56,0.6667,25,3,22,-0.1067,0.4,153.41,152.7,0.71,5.66,5.73,-0.07,0.5,10,0,1,0.4841,0.4841,2,1,598064,2013,Kings XI Punjab,Royal Challengers Bangalore
0.8,0.4,0.4,0.7,0.3,0.4,0.5747,0.4819,0.0928,0.6,0.3333,25,3,22,0.2667,0.5,151.84,144.69,7.15,6.39,5.54,0.85,0.8182,11,1,1,0.4841,0.4841,2,1,598050,2013,Mumbai Indians,Kolkata Knight Riders
0.6,0.6,0.0,0.6,0.3,0.3,0.5422,0.4941,0.0481,0.7097,0.3333,31,3,28,0.3764,0.3226,149.19,147.75,1.44,6.0,6.16,-0.16,0.4545,11,1,0,0.4841,0.4841,2,1,598049,2013,Rajasthan Royals,Delhi Capitals
0.6,0.8,-0.2,0.6,0.8,-0.2,0.6364,0.6087,0.0277,1.0,1.0,5,1,4,0.0,0.3478,131.27,158.62,-27.35,6.64,6.15,0.49,0.0,1,0,1,0.4841,0.3307,2,0,598051,2013,Sunrisers Hyderabad,Chennai Super Kings
0.4,0.8,-0.4,0.4,0.6,-0.2,0.4881,0.5476,-0.0595,0.5769,0.5,26,4,22,0.0769,0.3846,153.89,149.26,4.63,5.63,5.98,-0.35,0.3,10,0,1,0.5,0.4841,2,0,598052,2013,Kings XI Punjab,Rajasthan Royals
0.0,0.4,-0.4,0.2,0.3,-0.1,0.2439,0.4762,-0.2323,0.25,1.0,12,2,10,-0.75,0.6154,141.41,144.21,-2.8,5.07,5.55,-0.48,0.0,3,1,1,0.3307,0.433,2,0,598053,2013,Pune Warriors India,Kolkata Knight Riders
0.4,0.4,0.0,0.3,0.6,-0.3,0.4884,0.5169,-0.0285,0.4375,0.5,32,4,28,-0.0625,0.5,147.83,153.12,-5.29,6.1,5.71,0.39,0.5,10,0,0,0.4841,0.5,2,0,598054,2013,Delhi Capitals,Royal Challengers Bangalore
0.0,0.8,-0.8,0.1,0.7,-0.6,0.2381,0.5795,-0.3414,0.2308,1.0,13,1,12,-0.7692,0.6429,140.57,152.05,-11.48,5.1,6.43,-1.33,0.2,5,1,1,0.0,0.4841,2,0,598055,2013,Pune Warriors India,Mumbai Indians
0.2,0.4,-0.2,0.4,0.5,-0.1,0.4824,0.5833,-0.1009,0.5556,0.5,27,0,27,0.0556,0.3704,153.79,132.5,21.29,5.59,6.33,-0.74,0.0,1,0,1,0.4841,0.5,2,0,598056,2013,Kings XI Punjab,Sunrisers Hyderabad
0.4,0.4,0.0,0.4,0.6,-0.2,0.4824,0.5222,-0.0398,0.5,0.5,0,0,0,0.0,0.5,144.31,153.46,-9.15,5.6,5.72,-0.12,0.4545,11,0,0,0.4841,0.4841,2,1,598057,2013,Kolkata Knight Riders,Royal Challengers Bangalore
0.8,0.8,0.0,0.7,0.8,-0.1,0.5529,0.6129,-0.06,0.7188,0.6667,32,3,29,0.0521,0.3125,149.24,159.31,-10.07,5.98,6.17,-0.19,0.3333,12,0,1,0.4841,0.3307,2,1,598058,2013,Rajasthan Royals,Chennai Super Kings
0.8,0.6,0.2,0.7,0.6,0.1,0.5843,0.6154,-0.0311,0.6154,0.5,26,0,26,0.1154,0.5172,151.64,133.85,17.79,6.45,6.54,-0.09,0.0,1,1,1,0.433,0.4841,2,1,598060,2013,Mumbai Indians,Sunrisers Hyderabad
0.6,0.4,0.2,0.8,0.3,0.5,0.6064,0.4828,0.1236,0.6667,0.4,39,5,34,0.2667,0.6,159.12,148.18,10.94,6.16,6.08,0.08,0.6364,11,1,1,0.433,0.4841,2,1,598062,2013,Chennai Super Kings,Delhi Capitals
0.4,0.2,0.2,0.5,0.4,0.1,0.5165,0.4767,0.0398,0.5758,0.5,33,4,29,0.0758,0.4118,153.03,153.4,-0.37,5.71,5.6,0.11,0.4545,11,0,1,0.5,0.4841,2,0,598045,2013,Royal Challengers Bangalore,Kings XI Punjab
0.6,0.0,0.6,0.4,0.1,0.3,0.4884,0.2326,0.2558,1.0,0.5,1,0,1,0.5,0.5,143.98,139.91,4.07,5.64,5.09,0.55,1.0,4,0,0,0.5,0.0,2,0,598061,2013,Kolkata Knight Riders,Pune Warriors India
0.8,0.8,0.0,0.7,0.7,0.0,0.5889,0.5581,0.0308,0.6296,0.6667,27,3,24,-0.0371,0.5,152.0,149.17,2.83,6.41,5.95,0.46,0.5,10,0,0,0.3307,0.433,2,1,598063,2013,Mumbai Indians,Rajasthan Royals
0.4,0.2,0.2,0.4,0.3,0.1,0.4828,0.4773,0.0055,0.4286,0.5,7,2,5,-0.0714,0.4286,153.66,148.03,5.63,5.6,6.06,-0.46,0.5455,11,0,1,0.4841,0.4841,2,1,598028,2013,Kings XI Punjab,Delhi Capitals
0.6,0.8,-0.2,0.5,0.6,-0.1,0.5714,0.5517,0.0197,0.8333,0.6667,6,3,3,0.1666,0.375,137.0,149.21,-12.21,6.36,5.98,0.38,0.0,1,1,0,0.5,0.433,2,1,598065,2013,Sunrisers Hyderabad,Rajasthan Royals
0.6,1.0,-0.4,0.5,0.8,-0.3,0.4886,0.5934,-0.1048,0.5,0.5,8,0,8,0.0,0.5,153.85,152.15,1.7,5.61,6.42,-0.81,0.5455,11,0,0,0.4841,0.3307,2,1,598066,2013,Kings XI Punjab,Mumbai Indians
0.4,0.6,-0.2,0.5,0.8,-0.3,0.5109,0.6105,-0.0996,0.5588,0.5,34,4,30,0.0588,0.4,153.26,159.21,-5.95,5.68,6.19,-0.51,0.3846,13,0,1,0.4841,0.433,2,1,598068,2013,Royal Challengers Bangalore,Chennai Super Kings
0.2,0.0,0.2,0.1,0.3,-0.2,0.25,0.4719,-0.2219,0.2143,0.5,14,2,12,-0.2857,0.6,140.59,148.21,-7.62,5.14,6.03,-0.89,0.25,4,1,1,0.3307,0.433,2,1,598067,2013,Pune Warriors India,Delhi Capitals
0.6,0.6,0.0,0.6,0.4,0.2,0.6,0.4828,0.1172,0.8571,1.0,7,2,5,-0.1429,0.4,136.93,144.2,-7.27,6.53,5.62,0.91,0.0,1,1,0,0.5,0.5,2,1,598069,2013,Sunrisers Hyderabad,Kolkata Knight Riders
0.4,0.8,-0.4,0.7,0.8,-0.1,0.6042,0.587,0.0172,0.75,0.4,4,5,-1,0.35,0.5152,158.41,151.95,6.46,6.15,6.43,-0.28,0.3846,13,1,1,0.4841,0.433,2,1,598070,2013,Chennai Super Kings,Mumbai Indians
0.6,0.6,0.0,0.6,0.6,0.0,0.5455,0.625,-0.0795,0.25,1.0,4,1,3,-0.75,0.5294,148.8,136.62,12.18,6.01,6.56,-0.55,0.5,2,1,1,0.4841,0.4841,2,1,598071,2013,Rajasthan Royals,Sunrisers Hyderabad
0.6,0.6,0.0,0.7,0.7,0.0,0.5806,0.5506,0.03,0.8,0.2,5,5,0,0.6,0.3529,151.86,148.64,3.22,6.38,6.02,0.36,0.5455,11,1,0,0.4841,0.4841,2,1,598072,2013,Mumbai Indians,Rajasthan Royals
0.6,0.6,0.0,0.7,0.7,0.0,0.6082,0.5851,0.0231,0.8,0.8333,5,6,-1,-0.0333,0.3429,158.75,152.04,6.71,6.19,6.37,-0.18,0.4286,14,1,0,0.4841,0.433,2,0,598073,2013,Chennai Super Kings,Mumbai Indians
0.6,0.4,0.2,0.7,0.4,0.3,0.5895,0.4773,0.1122,0.5,0.5,0,0,0,0.0,0.5,152.0,144.03,7.97,6.4,5.61,0.79,0.8333,12,1,1,0.433,0.4841,0,0,729279,2014,Mumbai Indians,Kolkata Knight Riders
0.0,0.4,-0.4,0.3,0.5,-0.2,0.4667,0.5161,-0.0494,0.5,0.5,0,0,0,0.0,0.5,148.06,152.75,-4.69,6.02,5.69,0.33,0.4545,11,0,0,0.433,0.4841,0,0,729281,2014,Delhi Capitals,Royal Challengers Bangalore
0.4,0.6,-0.2,0.6,0.5,0.1,0.602,0.4944,0.1076,0.5,0.5,0,0,0,0.0,0.5,158.41,154.18,4.23,6.21,5.65,0.56,0.6667,12,1,1,0.5,0.5,0,0,729283,2014,Chennai Super Kings,Kings XI Punjab
0.6,0.4,0.2,0.5,0.6,-0.1,0.5882,0.5444,0.0438,0.5,0.5,0,0,0,0.0,0.5,136.35,148.82,-12.47,6.53,6.02,0.51,0.3333,3,0,0,0.4841,0.4841,0,0,729285,2014,Sunrisers Hyderabad,Rajasthan Royals
0.6,0.0,0.6,0.5,0.2,0.3,0.4831,0.4615,0.0216,0.5,0.5,0,0,0,0.0,0.5,144.25,148.02,-3.77,5.63,5.98,-0.35,0.5455,11,1,1,0.5,0.3307,0,0,729289,2014,Kolkata Knight Riders,Delhi Capitals
0.6,0.4,0.2,0.5,0.7,-0.2,0.5213,0.5833,-0.062,0.5,0.5,0,0,0,0.0,0.5,152.68,151.69,0.99,5.67,6.39,-0.72,0.4615,13,0,0,0.5,0.4841,0,1,729287,2014,Royal Challengers Bangalore,Mumbai Indians
0.4,0.8,-0.4,0.6,0.5,0.1,0.5495,0.5,0.0495,0.5,0.5,0,0,0,0.0,0.5,148.67,154.76,-6.09,6.02,5.63,0.39,0.7273,11,0,0,0.4841,0.4841,0,0,729291,2014,Rajasthan Royals,Kings XI Punjab
0.4,0.2,0.2,0.5,0.3,0.2,0.596,0.4674,0.1286,0.0,0.5,1,0,1,-0.5,0.5,158.88,148.23,10.65,6.19,5.97,0.22,0.6667,12,1,1,0.4841,0.3307,0,1,729293,2014,Chennai Super Kings,Delhi Capitals
1.0,0.4,0.6,0.6,0.5,0.1,0.5055,0.5556,-0.0501,1.0,0.5,1,0,1,0.5,0.5,155.18,136.17,19.01,5.63,6.5,-0.87,0.0,2,0,0,0.433,0.5,0,1,729295,2014,Kings XI Punjab,Sunrisers Hyderabad
0.4,0.4,0.0,0.6,0.5,0.1,0.5435,0.6,-0.0565,0.5,0.5,0,0,0,0.0,0.5,149.13,159.06,-9.93,5.99,6.22,-0.23,0.3846,13,0,0,0.5,0.5,0,0,729297,2014,Rajasthan Royals,Chennai Super Kings
0.6,0.4,0.2,0.5,0.4,0.1,0.5263,0.4778,0.0485,1.0,0.5,1,0,1,0.5,0.5,152.29,144.49,7.8,5.71,5.63,0.08,0.5,12,0,0,0.4841,0.5,0,0,729299,2014,Royal Challengers Bangalore,Kolkata Knight Riders
0.4,0.2,0.2,0.5,0.2,0.3,0.5263,0.4624,0.0639,0.5,1.0,0,1,-1,-0.5,0.5,135.37,147.54,-12.17,6.47,5.98,0.49,1.0,2,1,1,0.4841,0.3307,0,1,729301,2014,Sunrisers Hyderabad,Delhi Capitals
0.6,0.4,0.2,0.5,0.6,-0.1,0.604,0.5773,0.0267,1.0,0.0,1,1,0,1.0,0.5,158.87,151.31,7.56,6.26,6.35,-0.09,0.4,15,1,1,0.5,0.5,0,1,729303,2014,Chennai Super Kings,Mumbai Indians
0.4,1.0,-0.6,0.5,0.7,-0.2,0.4835,0.5109,-0.0274,1.0,1.0,1,1,0,0.0,0.5,144.55,155.59,-11.04,5.63,5.67,-0.04,0.5455,11,0,0,0.5,0.433,0,0,729307,2014,Kolkata Knight Riders,Kings XI Punjab
0.4,0.6,-0.2,0.5,0.5,0.0,0.5376,0.5208,0.0168,1.0,0.5,1,0,1,0.5,0.5,148.96,152.25,-3.29,5.99,5.72,0.27,0.4545,11,0,0,0.4841,0.5,0,1,729305,2014,Rajasthan Royals,Royal Challengers Bangalore
0.2,0.4,-0.2,0.1,0.5,-0.4,0.4574,0.5714,-0.114,0.0,0.5,1,0,1,-0.5,0.5,147.88,151.2,-3.32,5.93,6.32,-0.39,0.5,12,1,1,0.3307,0.4841,0,1,729309,2014,Delhi Capitals,Mumbai Indians
0.4,0.6,-0.2,0.5,0.6,-0.1,0.55,0.6078,-0.0578,0.0,0.5,1,0,1,-0.5,0.5,137.8,158.71,-20.91,6.35,6.26,0.09,0.0,2,1,1,0.5,0.4841,0,0,729311,2014,Sunrisers Hyderabad,Chennai Super Kings
1.0,0.6,0.4,0.8,0.5,0.3,0.5161,0.5155,0.0006,0.5,1.0,0,1,-1,-0.5,0.4,155.33,151.4,3.93,5.72,5.7,0.02,0.5833,12,0,1,0.3307,0.5,0,1,729313,2014,Kings XI Punjab,Royal Challengers Bangalore
0.4,0.4,0.0,0.5,0.5,0.0,0.4783,0.5426,-0.0643,0.5,1.0,2,2,0,-0.5,0.5,144.16,148.13,-3.97,5.66,6.03,-0.37,0.5,12,1,1,0.5,0.4841,0,0,729315,2014,Kolkata Knight Riders,Rajasthan Royals
0.2,0.2,0.0,0.4,0.4,0.0,0.5657,0.5238,0.0419,0.0,1.0,2,1,1,-1.0,0.3333,150.94,138.14,12.8,6.29,6.29,0.0,0.5,2,0,1,0.433,0.4841,0,0,729317,2014,Mumbai Indians,Sunrisers Hyderabad
0.8,0.4,0.4,0.6,0.4,0.2,0.6117,0.4731,0.1386,0.5,0.5,0,2,-2,0.0,0.5,158.58,144.37,14.21,6.25,5.66,0.59,0.6667,12,1,1,0.4841,0.4841,0,1,733971,2014,Chennai Super Kings,Kolkata Knight Riders
0.4,0.6,-0.2,0.2,0.5,-0.3,0.4632,0.5474,-0.0842,0.4242,0.4,33,5,28,0.0242,0.5143,147.65,148.28,-0.63,5.94,6.07,-0.13,0.5,12,0,0,0.433,0.5,1,0,733975,2014,Delhi Capitals,Rajasthan Royals
0.0,1.0,-1.0,0.3,0.8,-0.5,0.56,0.5213,0.0387,0.6429,0.4,28,5,23,0.2429,0.5161,151.0,155.03,-4.03,6.28,5.74,0.54,0.4167,12,1,1,0.433,0.0,1,1,733973,2014,Mumbai Indians,Kings XI Punjab
0.4,0.4,0.0,0.4,0.5,-0.1,0.5102,0.5455,-0.0353,0.5714,0.0,35,1,34,0.5714,0.4167,151.12,139.68,11.44,5.69,6.32,-0.63,0.5,2,0,1,0.4841,0.5,1,1,733977,2014,Royal Challengers Bangalore,Sunrisers Hyderabad
0.4,1.0,-0.6,0.2,0.7,-0.5,0.4583,0.6154,-0.1571,0.4118,0.8,34,5,29,-0.3882,0.5,147.7,158.48,-10.78,5.91,6.28,-0.37,0.3077,13,0,0,0.433,0.433,1,0,733981,2014,Delhi Capitals,Chennai Super Kings
0.6,0.2,0.4,0.5,0.4,0.1,0.5521,0.4681,0.084,0.75,0.0,4,1,3,0.75,0.5,148.36,144.04,4.32,6.06,5.63,0.43,0.5385,13,0,0,0.4841,0.433,1,1,733979,2014,Rajasthan Royals,Kolkata Knight Riders
0.2,0.4,-0.2,0.3,0.5,-0.2,0.5644,0.5152,0.0492,0.6552,0.5,29,4,25,0.1552,0.5,151.19,151.19,0.0,6.27,5.7,0.57,0.5,14,0,0,0.4841,0.5,1,1,733983,2014,Mumbai Indians,Royal Challengers Bangalore
0.2,0.2,0.0,0.2,0.3,-0.1,0.4536,0.4632,-0.0096,0.4,0.6667,35,3,32,-0.2667,0.4865,148.01,144.21,3.8,5.87,5.63,0.24,0.5,12,1,0,0.433,0.433,1,0,733985,2014,Delhi Capitals,Kolkata Knight Riders
0.8,1.0,-0.2,0.8,0.7,0.1,0.5158,0.619,-0.1032,0.0,0.5,1,0,1,-0.5,0.5,155.17,158.7,-3.53,5.74,6.27,-0.53,0.3846,13,0,0,0.3307,0.433,1,1,733987,2014,Kings XI Punjab,Chennai Super Kings
0.8,0.4,0.4,0.6,0.4,0.2,0.5567,0.5217,0.035,0.8,0.5,5,0,5,0.3,0.6,148.59,140.35,8.24,6.06,6.3,-0.24,0.75,4,0,0,0.4841,0.4841,1,0,733989,2014,Rajasthan Royals,Sunrisers Hyderabad
